span,IGNORANCE TYPE
Each of these 3 possibilities are observed in about one third of all cases [10].,0
Caption (FIG): FIGURE 1\n\nPotential side effects of any drug taken during pregnancy by the mother must be balanced againts the risk of the mother of the infant suffering from inadequately treated symptoms .,0
"In general, patients with severe asthma are more likely to experience worsening of their disease during pregnancy.",0
"Alterations in maternal immunity, particularly a decrease in cell-mediated immunity, may predispose the pregnant asthmatic to infections and thus to acute exacerbations of asthma.",0
"Severe or poorly controlled asthma may be associated with an increased risk of fetal death, low birth weight, congenital malformations,[18] and parental complications [14].",0
Pregnant patients with severe or uncontrolled asthma should be considered high-risk and be treated promptly and optimally to ensure a favorable outcome for mother and baby.,0
"Thus, optimal asthma treatment is crucial, as the risk of preeclampsia, premature birth, low birth weight,[19] and maternal and neonatal hypoxia and morbidity [10,20] posed by undertreated asthma may be greater than that from the use of oral steroids for the treatment of asthma.",0
"Management of Chronic Asthma\nThe goals of management during pregnancy are the same as those for asthma in general, including prevention of severe exacerbations, improvement of quality of life (no interference with sleep or daily activities), and maintenance of normal lung function.",0
Frequent regular follow-up visits to or by health professionals skilled in managing asthma are essential to ensure optimal success and safety of asthma management during pregnancy.,0
"The importance of effective 3-way communication among the patient, asthma specialist, and obstetrician cannot be overemphasized.",0
Patients should have easy access to their physicians during times of increased symptoms.,0
The recommendations for medical treatment have been summarized by a Working Group of the National Asthma Education and Prevention Program in a report on managing asthma during pregnancy [21].,0
"A stepwise approach is suggested for medical treatment, where inhaled salbutamol is the preferred short-acting β agonist with an outstanding safety profile, and inhaled corticosteroids (eg, budesonide) should be used confidently as long-term control medications.",0
Salmeterol is the preferred agent when long-acting β2 agonists are indicated in pregnant women as add-on treatment of persistent asthma.,0
Leukotriene modifiers may be used as alternative add-on treatment; montelukast and zafirlukast are the preferred antileukotriene drugs (but zileuton is not).,0
Patients whose asthma is not controlled with maximal doses of bronchodilators and anti-inflammatory agents may need systemic corticosteroids.,0
The lowest possible effective dose (alternate-day dose or single daily dose) should be used.,0
"Patients must be monitored closely for potential adverse effects of corticosteroids, especially gestational diabetes, preeclampsia, and intrauterine growth retardation.",0
"Management of Acute Asthma\nTreatment of acute asthma is similar to that recommended for nonpregnant patients including inhaled β2agonists, oxygen (essential), and corticosteroids (oral or parenteral) [22].",0
It is also reasonable to add nebulized ipratropium bromide in patients who do not respond to β2agonists.,0
Intravenous aminophylline is not generally recommended in the emergency management of acute asthma (because of its potentially harmful effects) but may be used in pregnant patients hospitalized for acute asthma (theophylline levels should be monitored).,0
Criteria for admission and hospital management of the pregnant woman with acute asthma should be more lenient than for nonpregnant patients.,0
Intravenous magnesium sulfate may be beneficial in acute severe asthma as an adjunct to inhaled β2agonists and corticosteroids.,0
Pregnancy-associated hormones have direct and indirect effects on nasal blood flow and mucous glands.,0
Allergic rhinitis is often preexisting but may occur or be recognized for the first time during pregnancy.,0
"As with asthma, preexisting AR can worsen, improve, or remain unchanged during pregnancy [27].",0
"Furthermore, during pregnancy, nasal congestion can worsen, although the exact mechanism for this is not defined.",0
"The general principles of treatment of pregnant women with asthma [21,22,28] and AR [29] do not differ from the stepwise approach recommended for treatment of nonpregnant women.",0
"Intranasal cromolyn, intranasal steroids, and montelukast are the preferred drugs for the treatment of rhinitis because of the low risk of systemic effects.",0
"Second-generation antihistamines such as loratadine or cetirizine [21,29] can also be used (after the first trimester--as a general precaution).",0
"Anaphylaxis\nThe exact prevalence of anaphylaxis during pregnancy is unknown, but it is extremely uncommon [30].",0
The fetus seems to be relatively protected from anaphylaxis perhaps because the placenta does not transmit specific IgE antibodies to the fetus [31].,0
"However, maternal hypoxia or hypotension associated with anaphylaxis may be catastrophic not only to the mother but also to her fetus.",0
"Maternal anaphylaxis has been associated with fetal distress, brain injury, and fetal loss (presumably because of diminished uteroplacental perfusion), as well as neonatal death [32-35].",0
Any agent that can cause anaphylaxis in the nonpregnant state could also cause anaphylaxis in the susceptible or sensitized pregnant patient.,0
Even breast-feeding has been associated with anaphylaxis in 2 postpartum women.,0
Changing levels of progesterone and triggering by nonsteroidal anti-inflammatory drugs were suggested as potential causes [36].,0
"Of the routine antianaphylaxis medications, epinephrine and diphenhydramine have been implicated in causing fetal malformations.",0
"However, the tentative nature of these data and the lack of equally effective substitutes justify their use in pregnancy for this life-threatening emergency.",0
Adequate intravascular volume repletion and oxygenation are particularly important in the management of anaphylaxis during pregnancy to prevent both maternal and fetal complications.,0
The pregnant hypotensive patient should be placed on her left side to prevent added positional hypotension resulting from compression of the inferior vena cava by the gravid uterus [37].,0
Intravenous epinephrine may be required despite its potential to cause decreased uteroplacental blood flow.,0
Glucocorticoids should be administered early to patients with severe anaphylaxis.,0
"For laryngeal spasm, intubation and, in rare cases, tracheotomy may be necessary.",0
Adverse Reactions to Food\nNo studies have focused explicitly on the prevalence of food allergy in pregnant women primarily because often the immune response in the offspring is the main focus of research.,0
"A cohort study on the Isle of Wight, United Kingdom, found adverse reactions to food in approximately 20% of 969 pregnant women [38].",0
"From murine studies, it may be expected that the sensitization of a mother to a (food) allergen will also bias the immune response of the offspring toward Th2 [39,40].",0
"However, the exact prevalence of allergic forms of dermatitis in the pregnant population is not known.",0
"The importance of an exacerbation of eczema and dermatitis during pregnancy should not be underestimated as readout of the atopic state, being of interest for the genetic predisposition of the newborn [42].",0
The course is variable [43].,0
"Treatment of atopic dermatitis during pregnancy should emphasize avoidance of triggering factors and reliance on topical treatment in an attempt to reduce dryness and pruritus, modulate inflammation, and treat secondary infections.",0
"Oral antihistamines should be avoided during the first trimester, unless definitely clinically indicated, and then should be used at the lowest effective dose, starting with chlorpheniramine, loratadine, or cetirizine.",0
"Topical steroids should be selected based on potency considerations, given the potential for systemic absorption and increased skin surface area of pregnancy.",0
Severe intrauterine growth retardation occurred in the infant of a mother who applied 40 mg/d of topical triamcinolone cream from week 12 to 29 of gestation to treat her atopic dermatitis [44].,0
"Topical corticosteroid treatment should be initiated when clinically indicated, with the least potent preparations such as hydrocortisone (0.5% to 1%), reserving more potent preparations for more recalcitrant areas in selected patients.",0
"The recently introduced topical calcineurin inhibitors (pimecrolimus and tacrolimus), although effective in the treatment of atopic eczema, are not recommended for use in pregnant patients because of the lack of safety data.",0
Urticaria and Angioedema\nThe pattern and causes of urticaria and angioedema in pregnancy are similar to those in nonpregnant patients.,0
"A unique form of urticaria associated with pregnancy, which tends to recur in subsequent pregnancies ( pregnancy urticaria ), has been reported [45].",0
"The pathogenesis of this condition is unknown, although there is speculation that it may be caused by allergic sensitization to endogenous hormones [46,47].",0
"Antihistamines should be avoided if possible, but if required, chlorpheniramine, loratadine, or cetirizine may be used.",0
"Rarely, systemic corticoids may be used for severe recalcitrant urticaria and angioedema during pregnancy.",0
Drug Allergy\nThere is a lack of data on the prevalence of adverse drug reactions during pregnancy.,0
Diagnosis of Allergy During Pregnancy\nThe diagnosis of allergy in pregnant women should focus on a detailed medical history and symptom analysis.,0
"For diagnosis, a diary of allergy symptoms and avoidance of specific allergens accompanied by monitoring of changes of allergic symptoms may be helpful.",0
"However, it is important not to put the mother on a rigid elimination diet because this could negatively influence the nutrition of both the mother and the growing infant [48].",0
"In vitro diagnostic tools such as serological testing, for example, radioallergosorbent test for type I allergy or the lymphocyte transformation test for type IV allergy [49] are preferred to in vivo testing.",0
"Although not contraindicated, skin prick testing should be postponed until after birth because of possible, although rare, anaphylactic reactions to skin prick testing.",0
Only in situations where in vitro diagnosis is not conclusive and the mother is at risk for developing allergy symptoms should in vivo skin tests be used.,0
"Importantly, when performing in vivo testing such as skin tests or provocation test, the exceptional immunologic status accompanying pregnancy should be considered when interpreting test results.",0
Any unexpected test result and any symptoms that change over time should be reevaluated after pregnancy.,0
"In addition, the attending physician should bear in mind that some symptoms may be a direct result of pregnancy and not allergy related, for example, vasomotor rhinitis in the last trimester [51] and gestational urticaria (pruritic urticarial papules and plaques in pregnancy) [52].",0
"Nonpharmacological Management of Allergic Diseases During Pregnancy\nMothers with diagnosed allergy should avoid exposure to and contact with specific allergens (including food allergens) and should especially avoid the inhalation of potent triggers for asthma, such as animal dander, house dust, tobacco smoke, and irritating pollutants [22].",0
"Hyposensitization (immunotherapy), which may be selectively indicated in certain patients with AR, bee venom sensitivity, and asthma should not be initiated during pregnancy because of the risk of systemic reactions.",0
"For patients who were already on immunotherapy before the pregnancy, maintenance treatment may be continued safely during pregnancy.",0
"However, the allergen dose should not be increased during pregnancy but rather reduced if necessary [29].",0
"[""Allergy diagnosis during pregnancy should preferentially consist of recording the patient's history for precise recommendation of allergen avoidance and in vitro testing only.""]",0
"In vivo testing should generally be postponed until after pregnancy, unless diagnosis for therapeutic intervention is urgently needed.",0
Immunotherapy may be continued as maintenance treatment but should not be initiated during pregnancy.,0
Part 2: Prevention of Asthma and Allergies in Early Life\n\nInfants With High-Risk of Allergy\nThe potential risk for the development of atopy among newborns is high.,0
Genetic components and complex environmental factors contribute to the etiology of asthma and atopic diseases.,0
"To date, there are no biomarkers that can reliably predict which newborn will develop atopy.",0
"However, an atopic family history has been recognized to be a simple and inexpensive risk indicator.",0
"The degree of risk seems to be directly related to the family history of allergy and especially to maternal atopy,[53] particularly when the mother has diagnosed atopic eczema and has elevated IgE levels.",0
"The influence of maternal sensitization on the immune response of newborns was recently shown in a human observational study of AR, in which only the organ-specific symptoms of the mother but not the father were demonstrated to be relevant for the imprinting of the child [55].",0
"However, sensitization may not be restricted to the organ at which the mother experiences allergic symptoms because asthma or wheezing in children was associated not only with asthma and AR, but also with eczema or any allergic disease in their parents and siblings [56,57].",0
Transfer Mechanisms of Allergy (Immunopathogenesis of Atopy)\nThe allergic status of the mother can potentially affect the immune response of the offspring through numerous factors that are transferable via the placenta or breast milk.,0
The direct transfer of food or inhalant allergens via the placenta or breast milk has long been recognized [58-60].,0
"In addition, antibodies can be transferred to the child via placenta (IgG, IgA) or breast milk (IgA, IgG, IgM, IgE),[61,62] and even a transamniotic transfer of intact maternal IgE into the amniotic fluid can occur [63].",0
Only a very limited number of human studies on the maternofetal transfer of cytokines and chemokines are available.,0
The transfer of maternal cytokines was confirmed in a study of suckling piglets [65].,0
In vivo and in vitro models have shown that such transfer may lead to reduced neonatal immunity.,0
"Also chemokines, for example, IL-8, a cytokine that is regulated on activation with normal T cell expressed and secreted (RANTES), IFN-γ -inducible protein 10, and monokine induced by IFN-γ have been detected in breast milk [66,67].",0
"However, cytokines and other soluble inflammation markers are found in breast milk from atopic as well as in nonatopic women.",0
"Another factor that should be considered is the composition of fatty acids present in breast milk, which may influence the immune response of the child [68].",0
This seems to be important because allergen-specific T cells transferred from 1 mouse mother to another can transmit asthma risk to the offspring of the recipient mouse mother [69].,0
Trafficking of cells could therefore be responsible for the passing of allergy risk from mother to fetus.,0
Environmental Risk Factors for Atopy\nThe causes of allergy in general and of specific sensitization in newborns in particular have not yet been completely determined.,0
"Besides the role of genetic predisposition, some factors have been identified that may either contribute to sensitization of the mother and to the subsequent transfer of a predisposition for allergy to the offspring, or that directly induce sensitization in offspring that manifests shortly after birth or at a young age.",0
Exposure to Tobacco Smoke\nOne of the most frequently discussed risk factors for induction of sensitization in all populations and age groups is tobacco smoke (active smoking or the passive environmental exposure).,0
"In a recent mouse study, exposure to smoke in utero induced a higher risk of sensitization against allergens in adult age in the offspring [70].",0
"Accordingly, in human blood samples, Th2 cytokines responsible for a predisposition toward allergy were elevated in the neonates only of mothers who had smoked during pregnancy [71].",0
"Alarmingly, in the birth cohort study from the Isle of Wight, about 43% of children had been exposed to environmental tobacco smoke during their first year of life [38].",0
Alcohol Consumption\nAlcohol consumption by the mother during pregnancy is associated with higher total IgE levels in cord blood [76].,0
Maternal Diet\nThe maternal dietary component consumed during gestation could influence the immune status of the child.,0
"For instance, different polyunsaturated fatty acids (PUFAs) have been shown to differently influence the outcome of eczema in the child.",0
"A diet higher in n-6 PUFAs--as present, for example, in margarine and vegetable oils--seems to be more likely to induce eczema than n-3 PUFAs, which are for instance found in fish [79].",0
"Accordingly, another study showed that fish consumption decreased eczema [80].",0
"However, it may not be the absolute content but the ratio of n-6 to n-3 PUFAs that may influence the development of either tolerance or sensitization to food, as a high ratio of 9 of n-6/n-3 in the diet of the mother prevented the induction of oral tolerance to ovalbumin in the offspring in a rat study [81].",0
"Celery and citrus fruits seem to increase the risk of food sensitization, whereas vegetable oils, raw sweet pepper, and again citrus fruit increase sensitization to respiratory antigens [79].",0
"Interestingly, apples consumed during pregnancy were able to decrease wheezing in children [80].",0
"According to a directive of the Commission of European Communities from 2005, the most allergenic foods have to be labeled because of their potency of eliciting severe allergic reactions: these are crustacean, fish, nuts, milk, egg, wheat/gluten, peanuts, soy, sesame, mustard, and celery.",0
It has long been proposed that the mother should avoid such foods containing potential allergens during pregnancy and lactation to prevent food sensitization in the child.,0
"However, recent studies suggest that allergen exposure may be necessary to induce tolerance, and moreover, a balanced diet prevents malnutrition of both mother and child [82].",0
"Furthermore, alterations of the maternal diet, that is, avoidance of milk and egg consumption during pregnancy did not seem to lower the risk of sensitization in the child [83,84].",0
"Studies found that about 70% of pregnant women are affected by these symptoms during their last trimenon,[85] and 50% of them are likely to take acid-suppressing medication.",0
"However, recent animal and human studies indicate that acid suppression and the resulting elevated pH in the stomach may lead to an increased risk of sensitization to food [86,87].",0
This sensitization of the mother was shown to lead to an increased risk of food allergy in the newborn in a BALB/c mouse model [39].,0
"As previously discussed, an allergic status of the mother has the potency to affect the immune response of the offspring by numerous factors transferable via placenta or breast milk and even via the transamniotic route, for instance, intact maternal IgE in amniotic fluid, maternal DNA in cord blood, leukocytes, and chemokines such as IL-8, RANTES, interferon-γ-inducible protein 10, or monokine induced by IFN-γ, allergens, as well as antibodies.",0
"Furthermore, the offspring of sensitized mothers are prone to experience suppression and a later onset of normal levels of the Th1 cytokine IFN-γ because of a lower frequency of IFN-γ-producing cells, and therefore a further bias toward a Th2 immune response.",0
"[""Infant's Diet\nRegarding the nutrition of the baby, reduced breast-feeding and early introduction of solid food have been discussed as confounders to allergy development.""]",0
"However, a randomized trial revealed quite contrary that promoted and prolonged (exclusive) breast-feeding is not able to prevent development of allergy or asthma in children at the age of about 6 years [88].",0
"In addition, a systematic review of several studies found no clear negative association between early solid food introduction and the development of asthma, food allergy, AR, or animal dander allergy [89].",0
"The impact of these 2 factors for sensitization to other allergens, such as aeroallergens, has not been investigated.",0
"However, 1 study showed that adolescents who had been born prematurely had a substantially decreased expiratory volume and increased bronchial hyperresponsiveness, making them potential candidates for developing asthma [91].",0
"Birth by Cesarean Delivery\nThe delivery of a baby by cesarean delivery has been suggested to be associated with increased risk of allergies and atopic diseases in the child, most probably because of a lower bacterial exposure for the child.",0
"In a recent population-based cohort study in Norway, it was shown that a positive association exists for cesarean delivery and risk of asthma in the child (especially when the cesarean delivery was performed because of an emergency in contrast to a planned section) [92].",0
"Bager and colleagues [93,94] also showed an increased risk for asthma, allergic rhinitis, and possibly for food allergies in their meta-analysis.",0
"However, because of the low numbers of an allergic outcome associated to cesarean delivery (only 1%-4%), the authors concluded that the epidemic increase of allergic diseases might not be attributable to the increased numbers of cesarean delivery.",0
Insufficient Exposure to Environmental Bacteria\nThe hygiene hypothesis states that low exposure of the mother during pregnancy and of the newborn in early life to environmental bacteria contributes to a Th2-biased immune response.,0
This hypothesis has been confirmed by several experimental animal and epidemiological human studies (reviewed in Renz et al [95]).,0
"Preventive Measures for Mother and Child\nStrategies for prevention of atopic diseases may be categorized as primary, secondary, and tertiary.",0
Primary prevention has been suggested for those newborns who have at least 1 parent or sibling with proven atopy.,0
"However, it must be borne in mind that a proportion of children who develop atopic manifestations in the first years of life come from families in which neither parents nor siblings are atopic.",0
"This suggests the possibility that some infants who would never have developed atopy would undergo preventive regimens, whereas others who become symptomatic in early life would not have received adequate advice.",0
Preventive pharmacotherapy and immunotherapy will not be discussed.,0
Smoking\nMaternal smoking and passive exposure to smoke should both be avoided.,0
"This is especially important for pregnant asthmatic patients, in whom smoking-related morbidity is independent of--and adds to--the morbidity resulting from asthma [96].",0
"Although there are contradicting epidemiological and experimental results regarding the direct influence of smoking on total and specific IgE production,[97,98] smoking should nevertheless be avoided for obvious reasons, such as carcinogenic smoke constituents and the vasoconstrictive effect of nicotine.",0
Alcohol\nAlcohol intake should be avoided by the pregnant mother because of well-known toxic effects on both mother and fetus.,0
"Moreover, alcohol consumption has been shown to induce higher IgE levels against aeroallergens in atopic patients [76].",0
"[""Maternal Diet During Pregnancy\nA Cochrane database meta-analysis of 4 clinical studies concluded that antigen avoidance during pregnancy is unlikely to reduce the child's risk of developing atopic disease, and dietary restrictions could adversely affect maternal or fetal nutrition [99].""]",0
"Although previously suggested that pregnant women with risks avoid peanuts, a subsequent study found no evidence of prenatal sensitization from maternal consumption of peanuts [100].",0
"In addition, recent publications revealed that an effect (positive or negative) of peanut avoidance on sensitization was not detectable (although too few valuable subjects and the observational nature of the reports reduce the ability to make firm conclusions) [101,102].",0
"Generally, there is a lack of evidence for maternal pregnancy restriction diets.",0
"Additional recent studies about pregnancy diets reveal that components other than specific allergens, such as fat, may influence atopy outcomes [103,104].",0
"Therefore, no special diet for the mother is required during pregnancy.",0
"On the contrary, the diet should be well balanced and consist of as many different nutrients as possible, as the current literature suggests that antigens obtained via the oral route during pregnancy and lactation are needed to develop allergen tolerance in the child [105].",0
"In line with this, there was no association between maternal intake of foods during pregnancy and the occurrence of asthma, respiratory disease, or allergy in 5-year-old children [80].",0
"Furthermore, many studies found no benefit of a restricted diet avoiding the consumption of allergy-inducing food during pregnancy [82].",0
"However, if the mother is already allergic or if there is a family history of atopy or allergy, food comprising potential allergens should be avoided.",0
"In such instances, the avoidance of peanuts, nuts, fish, eggs, and sesame during the last 3 months of pregnancy may have a protective effect [106].",0
"In this respect, government recommendations must be carefully worded, as 1 study found that avoidance of peanuts was overdone among pregnant women: although such avoidance was recommended only for women with atopy risk, 65% of all pregnant women had avoided peanuts during pregnancy (42% of all women who responded had heard about the advice, eg, from their midwives, and 50% subsequently changed their diet) [101].",0
"Numerous individual nutrients consumed by the mother during pregnancy have been suggested as being preventive for development of atopic diseases in the child; these include apples or fish,[80] vitamin D,[107] vitamin E,[108] and various probiotics, the latter having been shown to be effective in mouse models [109] and human studies [110].",0
"Antiacids During Pregnancy\nRecent studies have indicated that acid-suppressing medications can promote sensitization in adults [86,87].",0
"Therefore, it is suggested that antiacids should be taken only when prescribed by an attending physician to the childbearing mother.",0
"Treatment of reflux during pregnancy should focus on nonpharmacological measures, such as avoiding large meals shortly before bedtime, sleeping with the upper body elevated, and avoiding extensive consumption of coffee, sweets, and fatty foods.",0
"In addition, smoking is a cause of reflux and should be avoided.",0
"If these measures are unsuccessful, then prescription of antiacid drugs should be considered, for example, in the form of a step-up program beginning with antacids, and in case of failure with histamine-2 receptor antagonists, whereas proton pump inhibitors should only be used in women with intractable symptoms or complicated reflux disease [111,112].",0
"Avoidance of Other Allergens During Pregnancy\nAvoidance of other allergens is necessary only if the pregnant patients are already sensitized (eg, to cats, dogs, horses, or house dust).",0
"However, allergen avoidance may not be preventive or practical in all cohorts [113].",0
"Maternal Diet During Lactation\nRegarding maternal lactation diets, a Cochrane database meta-analysis [99] found some evidence of reduced atopic dermatitis, but suggested that more studies are needed.",0
A previous expert review that was not a structured meta-analysis and did not exclude as many studies as the Cochrane review concluded that special maternal lactation avoidance diets were unnecessary [114].,0
"During lactation, a special diet for the mother (or, if not breast-feeding, hypoallergenic formula nutrition for the infant) should be considered only in individuals with an established atopy risk or existing allergy [82,115].",0
"Diet of the Infants\nAs mentioned previously, for breast-feeding, there is insufficient evidence to determine whether it is more protective against allergies and asthma than bottle feeding because in a recent study, prolonged and exclusive breast-feeding could not decrease the rate of allergies or asthma in children [88].",0
"[""Furthermore, there are data supporting that breast-feeding should not be continued beyond 9 months of age because doing so seems to increase the child's risk for atopic diseases, such as atopic dermatitis and food hypersensitivity [116].""]",0
Some studies investigated the effect of reduced exposure of infants to allergen-provoking food.,0
"In cases where a reduced sensitization to food was found, this protective effect was short-lived and was primarily observed during the first year of life.",0
"[""As a further preventive measure, the early introduction of solid food (ie, baby food from jars and table food) into the infant's diet has to be revisited.""]",0
"It has been suggested that foods containing allergy-provoking proteins such as milk, egg, peanuts, tree nuts, fish, and seafood should not be introduced into the diet of the child before the age of 6 months to 3 years [117].",0
"However, contact with and exposure to antigens may be necessary in early life to develop tolerance in the immune system [118].",0
"Thus far, studies on delayed introduction of solids led to conflicting results.",0
"Summary\nBased on currently available evidence, guidelines for primary and secondary prevention of allergic disease can be summarized as follows (Table3).",0
"Caption (TABLE-WRAP): TABLE 3\n\nPrimary Prevention of Asthma and Allergies in Early LifePreventive Measures \u2003Smoking and exposure to environmental tobacco smoke should be avoided, especially during pregnancy and early childhood\u2003Alcohol consumption should be avoided by the mother during pregnancy and lactation\u2003Damp housing conditions should be avoided and indoor air pollutants reduced, especially for high-risk children (history of atopy or allergy in a first-degree relative)\u2003Breast-feeding should be performed exclusively until 6 months with no special diet for the lactating mother (except when the mother is already diagnosed with food allergy)\u2003Nonprescription drugs should be avoided during pregnancy and lactation unless recommended by a physician\n\nSmoking and Alcohol\nSmoking and passive exposure to cigarette smoke as well as alcohol consumption should be strictly avoided.",0
"Diet\nThere should be no special diet for the mother during pregnancy and lactation, unless the mother or child has a diagnosed food sensitization.",0
"[""In infants with risk of allergy, introduction of solid foods in general should be postponed until 6 months of age, milk products until 12 months, hen's egg until 24 months, and peanut, tree nuts, fish, and seafood until at least 36 months.""]",0
"Other Allergens\nAvoidance of allergens (pets, house dust, contact allergens, drugs) is not recommended except when sensitization has already been diagnosed.",0
Reflux Treatment\nPregnancy-associated reflux should be treated by nonpharmacological measures first.,0
"Atopy\nFor newborns at suspected risk for atopy, that is, with a history of atopy/allergy in a first-degree relative (parents, siblings), exposure to irritating air pollutants and airborne allergens such as molds should be minimized.",0
Breast-feeding\nInfants should be breast-fed for at least 4 months but no longer than 9 months.,0
"Special hypoallergenic formula (extensively hydrolyzed, not soy-based) should be used only if the child is diagnosed with atopy.",0
"Drugs\nAll nonprescription drugs (eg, antiacids) should be avoided during pregnancy and lactation unless recommended by a physician; patients should avoid intake of any medication including over-the-counter substances without consulting their physicians.",0
"Maternal Behaviors during Pregnancy Impact Offspring Obesity Risk\n\nAbstract\nThis study investigated the effects of maternal changes during pregnancy in diet, exercise, and psychosocial factors on offspring weight parameters at birth and 6 months.",0
"[""Mothers' eating behaviors during pregnancy, especially intake of sweets in OW/OB mothers, may have a lasting effect on child weight.""]",0
"Introduction\nRisk of obesity is shaped, in large part, by early life events starting during gestation.",0
"Studies have consistently found that higher maternal weight entering and during pregnancy increases risk for obesity among offspring in childhood, adolescence, and adulthood [1,2].",0
"While shared genes account for some of the similarity in maternal and offspring weight, evidence suggests that exposure to the uterine environment of an obese woman itself may directly program offspring obesity [3].",0
Both excessive [4] and inadequate [5] weight gain in the mother during gestation have been shown to lead to overly rapid fetal and infant growth rates and the programming of future risk of childhood overweight and metabolic disease.,0
"In the USA excessive GWG remains of predominant concern, as 60% of obese women gain more than recommended.",0
"Although maternal obesity and excessive GWG are both the result of energy intake exceeding energy expenditure, few studies have examined the specific influences of maternal dietary and exercise behaviors during pregnancy on offspring obesity risk.",0
Some evidence suggests that maternal prenatal intake of protein and fat [7–9] may be positively associated with birth weight.,0
"In animal models, prenatal exposures to overnutrition, high-fat and high-protein diets, “junk” food, and stress have been linked with greater adiposity in offspring [10–12].",0
"In nonpregnant humans, intake of soft drinks and junk food [13], higher dietary disinhibition [14], and restrictive dieting practices [15] have been positively correlated with overweight in children.",0
"However, little research has comprehensively examined the impact of maternal prenatal behaviors and psychosocial variables measured during pregnancy on subsequent offspring weight status at birth and 6 months.",0
This information is critical for the design of future intervention trials targeting obesity prevention in children.,0
"The primary aim of this study was to examine the impact of GWG, maternal eating and exercise behaviors, and psychosocial factors on offspring weight status.",0
"We hypothesized that offspring exposed to maternal obesity, excessive GWG, poor prenatal eating habits, less exercise in pregnancy, and greater maternal psychosocial distress during gestation would have higher weight for age (WFA) z -scores at birth and 6 months than nonexposed counterparts.",0
"Women ( n = 32) who developed gestational diabetes (GDM) were excluded from analysis a priori, given potential impact of GDM on both offspring and maternal weight gain [18].",0
"[""Overweight/Obese Mothers\nIn initial unadjusted analyses, several significant associations between overweight/obese mothers' prenatal behaviors and offspring WFA z -scores were observed (Table 2).""]",0
"Similarly, greater consumption of sweets early in pregnancy was significantly related to higher odds of macrosomia (OR = 1.1 (1.0, 1.2); P =\u2009\u20090.004) and WFA >90th percentile at birth (OR = 1.2 (1.1, 1.3); P =\u2009\u20090.002).",0
We examined GWG as an independent predictor and potential mediator of effects of maternal prenatal behaviors on offspring weight outcomes (Table 3).,0
"Examining GWG as a potential mediator, the effects of maternal prenatal behaviors on offspring weight outcomes were generally attenuated (i.e., P value increases between 0.01 and 0.06 across analyses) but not entirely removed when GWG was included in the models (Table 3).",0
"Normal Weight Mothers\nIn initial, unadjusted analyses, few significant correlations were found between prenatal behaviors and WFA z -scores at birth and 6 months in the offspring of normal weight mothers.",0
Only lower maternal fat intake (−0.22; P = 0.01) and trend for higher carbohydrate intake (0.16; P = 0.06) early in pregnancy were correlated with higher WFA z -scores at 6 months.,0
"Decreases in perceived stress during pregnancy were also independently related to higher odds of WFA >90th percentile (OR = 1.5 (1.1, 2.0); P =\u2009\u2009.01) but did not independently predict WFA z -scores at 6 months.",0
We also examined GWG as an independent predictor and potential mediator of effects of maternal prenatal behaviors on weight outcomes (Table 4).,0
"Examining GWG as a potential mediator, the effects of maternal prenatal behaviors on offspring weight outcomes were generally attenuated (Table 4).",0
"Discussion\nThis is one of the few studies to prospectively and simultaneously examine the impact of dietary, physical activity, and psychosocial parameters during pregnancy on the offspring weight status of overweight/obese and normal weight mothers.",0
"In obese mothers, we found that higher intake of sweets early in pregnancy was related to higher offspring weight status at birth and 6 months.",0
No prior studies have specifically examined impacts of maternal intake of sweets or soft drinks in pregnancy on offspring weight parameters.,0
"Our findings are consistent with some studies in nonpregnant adults and children showing a connection between higher intake of sweets and soft drinks and increased weight status [32], but conflicting results have been reported in association with GWG [33].",0
"Overall, the current study extends existing work by suggesting that exposure to foods or drinks high in sugar content early in gestation may predispose offspring to higher weight status early in infancy, independent of maternal GWG.",0
"In obese mothers, lower protein intake early in pregnancy and increased protein intakes over the course of the pregnancy were independently related to higher offspring weight at 6 months.",0
"Studies of protein intake in pregnancy have indicated that higher maternal protein intake was positively associated with birth weight [8,9], but there are notable exceptions [34,35] and most studies assessed diet later in gestation.",0
"Inverse associations between fat intake early in pregnancy and offspring weight have been reported previously [36], but not consistently [37].",0
"Nutritional effects on the fetus and mother may vary with prepregnancy body weight, trimester of exposure during pregnancy, and overall balance of macronutrients [8,38].",0
"Although a recent pilot randomized trial [39] found no significant impact of a low glycemic index diet on the offspring weight of overweight/obese mothers, future, larger randomized trials and research with more frequent assessments of diet in pregnancy are needed to untangle the relationship between weight status, time in pregnancy of nutrient exposures, and offspring weight outcomes.",0
"Surprisingly, physical activity and television viewing were not significantly related to offspring weight outcomes in normal weight or overweight/obese mothers.",0
"Also, increasing physical activity during pregnancy has been related to lower GWG in some [41] but not all [42] observational studies.",0
"Few clinical trial intervention studies have specifically measured changes in physical activity during pregnancy, but available evidence suggests little to no effect on maternal GWG [16,43].",0
Other research has found that a reduction in physical activity by bed rest was associated with an increase in infant birth weight [44].,0
"Overall, findings from the current study support a stronger role for maternal intake than expenditure in predicting offspring weight outcomes, but additional studies with objective measures of physical activity (e.g., accelerometry) are clearly needed.",0
"Increases in stress were related to lower offspring weight status in normal weight mothers (adjusted analyses) and overweight/obese mothers (unadjusted analyses), which is consistent with earlier research on stress in relation to inadequate GWG [45] and long-term offspring health [46].",0
