PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
PMC4897523.nxml.gz	149	['Conversely, other recent studies have suggested that there may actually not be a strong association between SSRI intake and the subsequent development of autism.']	(21952, 22113)	['recent_studies', 'recent_studies', 'suggested', 'may', 'association', 'conversely', 'other']
PMC4897523.nxml.gz	150	['A recent cohort study of live births in Denmark from 1996 to 2005 involving 3,892 cases of ASD found no significant association, as only 52 cases of SSRI use were found [39].']	(22114, 22288)	['recent...study', 'recent...study', 'found', 'only', 'found', 'as']
PMC4897523.nxml.gz	151	['Larger observational studies are required to establish a true link between the use of SSRIs and autism.']	(22289, 22392)	['true', 'link', 'future_work', 'future_work', 'required']
PMC4897523.nxml.gz	152	['Furthermore, it must be noted that the effect of depression itself as a factor in autism separate from the administration of SSRIs is a possibility.']	(22393, 22541)	['possibility', 'effect', 'must...be', 'must...be', 'anomaly_curious_finding']
PMC4897523.nxml.gz	153	['Thus, it may be that, in some cases, depression itself or other concomitant factors have a combined effect that is not necessarily due to the use of SSRIs.']	(22542, 22697)	['may_be', 'may_be', 'some', 'incomplete_evidence', 'incomplete_evidence', 'thus', 'effect', 'or', 'other']
PMC4897523.nxml.gz	154	['2.7.']	(22699, 22703)	[]
PMC4897523.nxml.gz	155	['Artificial Insemination and Fertility Medications\nThere is an increase in prevalence in the number of women utilizing fertility measures, thus calling for studies to determine the association between assisted reproductive therapy and neurodevelopmental complications, and more specifically autism.']	(22704, 23001)	['thus', 'association', 'future_work', 'future_work', 'complications']
PMC4897523.nxml.gz	156	['A nested case control study done by Lyall et al.']	(23002, 23050)	[]
PMC4897523.nxml.gz	157	['[40] shows that assisted reproductive therapy and a history of infertility do not increase the risk for autism spectrum disorders.']	(23051, 23181)	['incomplete_evidence']
PMC4897523.nxml.gz	158	['However, the age of the mother needs to be taken into consideration, as artificial insemination among older mothers has been studied to lead to more complications.']	(23182, 23345)	['as', 'needs', 'consideration', 'important_consideration', 'important_consideration', 'important_consideration', 'however', 'complications']
PMC4897523.nxml.gz	159	['Women under the age of 35 using fertility therapies such as ovulation inducing drugs and artificial insemination did not increase the risk for having a child with autism, while researchers suggest that the rise in fertility treatments in older women above 35 may increase the risk of having a child with autism for those using artificial insemination and/or ovulation inducing drugs.']	(23346, 23729)	['did_not', 'did_not', 'suggest', 'may', 'while']
PMC4897523.nxml.gz	160	['While the study is strong in that it uses a large national sample, it is important to note that both diagnoses and fertility treatments were self-reported [40].']	(23730, 23890)	['important_to_note', 'important_to_note', 'important_to_note', 'while']
PMC4897523.nxml.gz	161	['Conversely, a recent cohort study conducted by Bay et al.']	(23891, 23948)	['recent...study', 'recent...study', 'conversely']
PMC4897523.nxml.gz	162	['showed a statistically significant increase in autism and other mental health disorders following ovulation induction [41].']	(23949, 24072)	['showed']
PMC4897523.nxml.gz	163	['This was done through a cohort study using 555,828 children in Denmark using information from a birth register and evaluated with statistical analyses.']	(24073, 24224)	[]
PMC4897523.nxml.gz	164	['There were no significant associations found with in vitro fertilization/intracytoplasmic sperm injection (ICSI) or with cryopreserved embryos or gametes, types of hormones, or cause of infertility.']	(24225, 24423)	[]
PMC4897523.nxml.gz	165	['The strength in this study includes long followup and low risk of selection bias, but numerous subgroup analyses may lead to risk of chance influencing significant associations.']	(24424, 24601)	['may', 'influencing', 'associations', 'problem_complication']
PMC4897523.nxml.gz	166	['In an epidemiological study conducted in India by Mamidala et al., maternal hormonal intervention was a significant risk factor for ASD, possibly due to maternal hormone disturbances causing obstetric complications, which in turn are a risk for ASD [42].']	(24602, 24856)	['possibly', 'due...to', 'due...to', 'complications']
PMC4897523.nxml.gz	167	['While there was a large sample size, there was an absence of detailed information on dosage and frequency of hormonal intervention.']	(24857, 24988)	['absence_of', 'absence_of', 'while']
PMC4897523.nxml.gz	168	['Thus, with differing results it is evident that more specific studies need to be conducted on infertility treatments keeping in mind specific subtypes and their effect on autism in children.']	(24989, 25179)	['thus', 'probable_understanding', 'effect', 'future_work', 'future_work', 'need_to_be', 'need_to_be', 'need_to_be', 'important_consideration', 'important_consideration', 'important_consideration', 'alternative_options_controversy', 'alternative_options_controversy']
PMC4897523.nxml.gz	169	['Controls for age can also be accounted for, and adverse effects can be more accurately studied in the future.']	(25180, 25289)	['effects', 'future_work', 'future_work', 'future', 'important_consideration', 'important_consideration']
PMC4897523.nxml.gz	170	['2.8.']	(25291, 25295)	[]
PMC4897523.nxml.gz	171	['Meconium Aspiration Syndrome\nMeconium aspiration syndrome, which occurs when a fetus who is under stress and not getting enough oxygen inhales waste products inside the womb, was linked to a sevenfold increase in the likelihood that a child would later develop autism.']	(25296, 25564)	['likelihood', 'linked', 'would']
PMC4897523.nxml.gz	172	['A study examined the incidence of autism in the neonatal intensive care unit and risk factors connected with autistic development.']	(25565, 25695)	['connected']
PMC4897523.nxml.gz	173	['Findings in this study indicate that children with autism had a significantly higher history of meconium aspiration syndrome than the controls [43].']	(25696, 25844)	['indicate']
PMC4897523.nxml.gz	174	['However, there is insufficient evidence to implicate any one perinatal or neonatal factor in autism etiology, although there is some evidence to suggest that exposure to a broad class of conditions reflecting general compromises to perinatal and neonatal health may increase the risk.']	(25845, 26129)	['insufficient_evidence', 'insufficient_evidence', 'some_evidence_to_suggest', 'some_evidence_to_suggest', 'some_evidence_to_suggest', 'some_evidence_to_suggest', 'may', 'although', 'however']
PMC4897523.nxml.gz	175	['Therefore meconium aspiration syndrome cannot be the cause of autistic disorder in children, but it can be a contributing factor [57].']	(26130, 26264)	['can', 'therefore', 'alternative_options_controversy', 'cannot_be', 'cannot_be']
PMC4897523.nxml.gz	176	['2.9.']	(26266, 26270)	[]
PMC4897523.nxml.gz	177	['Birth Weight\nMany studies have evaluated the association between birth weight and the development of autism.']	(26271, 26379)	['many_studies', 'many_studies', 'association']
PMC4897523.nxml.gz	178	['A significant fourfold increased risk was observed in low birth weight females for autism accompanied by mental retardation.']	(26380, 26504)	[]
PMC4897523.nxml.gz	179	['In low birth weight males there was no significant increased risk observed for autism alone.']	(26505, 26597)	[]
PMC4897523.nxml.gz	180	['Though this implies a certain etiological premise of difference in gender, it is also important to note that while the population cohort design is strong, there was not a large number overall of the lower birth weight categories in females [44].']	(26598, 26843)	['premise', 'was_not', 'was_not', 'important_to_note', 'important_to_note', 'important_to_note', 'though', 'while']
PMC4897523.nxml.gz	181	['An earlier study by Wilkerson supports this finding as it determined that birth weight was a factor for the risk of autism spectrum disorders, with significant associations between autism and gestational age, maternal morphology and intrauterine stress.']	(26844, 27097)	['supports', 'as', 'associations']
PMC4897523.nxml.gz	182	['Specifically, it is the prescriptions taken during pregnancy, the length of labor, viral infection, abnormal presentation at delivery, and finally low birth weight that were associated with autism.']	(27098, 27295)	['associated']
PMC4897523.nxml.gz	183	['In this study only 183 autistic children were considered and medical conditions of the mother based on a maternal self-report [18].']	(27296, 27427)	['only', 'based_on', 'based_on']
PMC4897523.nxml.gz	184	['Further, several studies examined head circumference and height abnormalities in autism patients.']	(27428, 27525)	['several_studies', 'several_studies']
PMC4897523.nxml.gz	185	['Their studies suggest that the abnormal growth in children with autism spectrum disorders may be related to the causal factors that also increase the risk for ASD, as it was found that children with ASD had proportionally smaller head circumference compared to height during their first year of life, which was absent in premature/low birth weight children with ASD.']	(27526, 27892)	['suggest', 'may_be', 'may_be', 'found', 'as', 'related']
PMC4897523.nxml.gz	186	['Even more importantly, the body grew faster than the head for those with ASD by the end of the first year of life, suggesting a closer following of length to circumference during development.']	(27893, 28084)	['suggesting', 'even', 'importantly']
PMC4897523.nxml.gz	187	['However, there may have been some recall bias and head circumference could only be measured on the first year of life all within a modest sample size, indicating a need for replicating the study in a larger cohort [45].']	(28085, 28304)	['may', 'have_been', 'have_been', 'some', 'could', 'only', 'modest_sample_size', 'modest_sample_size', 'modest_sample_size', 'indicating', 'need', 'however', 'problem_complication']
PMC4897523.nxml.gz	188	['Similar studies were conducted illustrating that relative microcephaly was more frequent in children with ASD.']	(28305, 28415)	['incomplete_evidence', 'incomplete_evidence', 'incomplete_evidence']
PMC4897523.nxml.gz	189	['However microcephaly can also be caused by other factors such as low intelligence and heredity, which could not be controlled for, and also only focused on measurements obtained at birth [46].']	(28416, 28608)	['can', 'only', 'however', 'other', 'could_not', 'could_not']
PMC4897523.nxml.gz	190	['Expanding on this, a matched case control studies of children in Stockholm county showed a correlation between low growth for gestation age and preterm birth with ASD combined with intellectual disabilities.']	(28609, 28816)	['showed', 'correlation']
PMC4897523.nxml.gz	191	['The strength of this study lies in its comprehensive sample and size but did not measure some other maternal factors such as substance abuse and nutritional influence [47].']	(28817, 28989)	['did_not', 'did_not', 'some', 'influence', 'other']
PMC4897523.nxml.gz	192	['Several other studies have focused on maternal changes during pregnancy and their association with autism.']	(28990, 29096)	['incomplete_evidence', 'incomplete_evidence', 'association']
PMC4897523.nxml.gz	193	['A population-based study in Utah (US) looked at prenatal variables of autistic children and focused on gestational weight.']	(29097, 29219)	[]
PMC4897523.nxml.gz	194	['It was found that maternal prenatal weight gain, but not prepregnancy body mass index, is directly related to an increased risk of ASD.']	(29220, 29355)	['found', 'related', 'alternative_options_controversy', 'alternative_options_controversy']
PMC4897523.nxml.gz	195	['Because of use of cohort and control groups, it not only allowed a representative sample of Utah children, but also as a surveillance study could not directly assess cases and controls [48].']	(29356, 29546)	['could_not', 'could_not']
PMC4897523.nxml.gz	196	['However, a recent longitudinal study using birth data from 4800 children from the United States showed that children born to over-/underweight mothers during prepregnancy had increased incidences of being born with a low birth weight.']	(29547, 29781)	['recent...study', 'recent...study', 'showed', 'however']
PMC4897523.nxml.gz	197	['The group noted that low birth weight increased chances of developing ASD, as well as rapid head growth.']	(29782, 29886)	['anomaly_curious_finding']
PMC4897523.nxml.gz	198	['This study concluded that abnormal maternal gestational weight indirectly caused an increased chance of developing ASD [49].']	(29887, 30011)	['concluded']
PMC4897523.nxml.gz	199	['In addition to a lower birth weight population, a secondary analysis longitudinal design study using cranial ultrasound evidence of 14 study participants diagnosed with ASD identified that children with ventricular enlargement were strong indicators of the potential risk for autism spectrum disorders [50].']	(30012, 30319)	['incomplete_evidence', 'potential']
PMC4897523.nxml.gz	200	["Overall, these birth weight studies illustrate that more research with larger populations needs to be conducted to determine whether autism etiology is genetic in relation to birth weight, whether birth weight is a risk factor or a cause of autism, how much mother's gestational age plays a role, and whether pre- or postpregnancy weight of the mother has a larger effect on prevalence of autism and ASD as research currently supports a variety of findings."]	(30320, 30777)	['how', 'supports', 'as', 'relation', 'role', 'effect', 'more_research', 'more_research', 'needs', 'whether', 'whether...or', 'whether...or', 'whether', 'variety']
PMC4897523.nxml.gz	201	['2.10.']	(30779, 30784)	[]
PMC4897523.nxml.gz	202	['Labor Induction and Augmentation\nSince the early 1990s, a number of studies have suggested the link between ASD and labor induction, such as the use of oxytocin [67].']	(30785, 30951)	['number_of_studies', 'number_of_studies', 'number_of_studies', 'suggested', 'link']
PMC4897523.nxml.gz	203	['The research that ensued found significantly different results between population-based studies and clinic based studies.']	(30952, 31073)	['found', 'different']
PMC4897523.nxml.gz	204	['Gardener et al.']	(31074, 31089)	[]
PMC4897523.nxml.gz	205	["'s analysis showed induction increase in the risk of autism by 72% in three clinic based studies, while the selected population-based studies reported no association [57]."]	(31089, 31260)	['showed', 'reported', 'while']
PMC4897523.nxml.gz	206	['Recently, however, labor induction was positively correlated with autism in a large population study comparing birth records in North Carolina (1990–1998) and corresponding school records of autistic children (1997–2007).']	(31261, 31482)	['recently', 'correlated', 'however']
PMC4897523.nxml.gz	207	['The study controlled for environmental factors such as socioeconomic status, maternal health, pregnancy-related events and conditions, and birth year.']	(31483, 31633)	[]
PMC4897523.nxml.gz	208	['The authors reported that the link was particularly significant in males.']	(31634, 31707)	['reported', 'link']
PMC4897523.nxml.gz	209	['The lack of differentiation of underlying complications in pregnancy, which lead to eventual use of induction, could be the cause of these conflicting findings [51].']	(31708, 31873)	['could_be', 'could_be', 'conflicting', 'problem_complication', 'problem_complication', 'complications']
PMC4897523.nxml.gz	210	['Juul-Dam et al.']	(31874, 31889)	[]
PMC4897523.nxml.gz	211	['summarized causes of prolonged labor, including “fetal malposition, fetopelvic disproportion, excess sedation, inadequate contraction, and rupture of fetal membranes before the onset of active labor.” However, these complications differ in severity and may require varied quantity of induction agent used at distinctive stages of labor.']	(31890, 32226)	['may', 'however', 'differ', 'complications']
PMC4897523.nxml.gz	212	['Further research is necessary to differentiate between the underlying obstetric complications that lead to the eventual use of induction and their respective potential association with autism [52].']	(32227, 32424)	['potential', 'association', 'further_research', 'further_research', 'necessary', 'alternative_options_controversy', 'alternative_options_controversy', 'complications']
PMC4897523.nxml.gz	213	['2.11.']	(32426, 32431)	[]
PMC4897523.nxml.gz	214	['Labor Time\nA review of literature found limited number of researches on the topic of labor time and autism.']	(32432, 32539)	['found', 'limited_number', 'limited_number']
PMC4897523.nxml.gz	215	['The few identified studies abound with conflicting evidence.']	(32540, 32600)	['few...studies', 'few...studies', 'conflicting']
PMC4897523.nxml.gz	216	['The research done by Glasson et al.']	(32601, 32636)	[]
PMC4897523.nxml.gz	217	['purports that labor duration of less than 1 hour carries an increased risk of developing ASD [8].']	(32637, 32734)	['incomplete_evidence']
PMC4897523.nxml.gz	218	['On the other hand, Wilkerson et al.']	(32735, 32770)	['on_the_other_hand', 'on_the_other_hand', 'on_the_other_hand', 'on_the_other_hand']
PMC4897523.nxml.gz	219	['found that a prolonged labor (greater than 18–24 hours) resulted in an increased risk for autism [18].']	(32771, 32873)	['found']
PMC4897523.nxml.gz	220	['One of the latest cohort studies on the topic that involved 268 subjects also suggests positive association between prolonged labor and autism [53].']	(32874, 33022)	['incomplete_evidence', 'incomplete_evidence', 'suggests', 'association']
PMC4897523.nxml.gz	221	['However, among Gardener et al.']	(33023, 33053)	['however']
PMC4897523.nxml.gz	222	["'s meta-analysis of nine studies on this subject, five have neutral results, only three have positive association, and one has negative association [57]."]	(33053, 33206)	['only', 'association', 'association']
PMC4897523.nxml.gz	223	['Current understanding suggests that hypoxia is one of the complications of prolonged labor, along with infection, or head trauma from extended pressure.']	(33207, 33359)	['suggests', 'complications']
PMC4897523.nxml.gz	224	["All of these complications could lead to permanent damages in the neonates' developing brain [52]."]	(33360, 33458)	['could', 'complications']
PMC4897523.nxml.gz	225	['Neonatal oxygen deprivation can be quantified by several measurements, including low Apgar score, fetal distress, caesarian delivery, threatened abortion, and hemorrhage during pregnancy [68].']	(33459, 33651)	['can']
PMC4897523.nxml.gz	226	['Four large cohort studies conducted across Sweden, Australia, and Denmark found that an Apgar score of 7 has a strong predictive value of autism [18,54–56]; similar findings were reported by Garderner et al.']	(33652, 33859)	['found', 'incomplete_evidence', 'incomplete_evidence', 'reported', 'predictive']
PMC4897523.nxml.gz	227	['[57].']	(33860, 33865)	[]
PMC4897523.nxml.gz	228	['Finally, Guinchat et al.']	(33866, 33890)	[]
PMC4897523.nxml.gz	229	['[2] hypothesize that the increased prevalence of autism may be in part due to higher success in obstetric and neonatal care, which resulted in an increased survival rates of hypoxic neonates with brain damage.']	(33891, 34100)	['hypothesize', 'may_be', 'may_be', 'in_part', 'in_part']
PMC4897523.nxml.gz	230	['In summary, some investigations have shown an association between length of labor and autism, but findings have been inconsistent owing to differences in sampling and methods.']	(34101, 34276)	['incomplete_evidence', 'incomplete_evidence', 'some', 'have_shown', 'have_shown', 'have...been', 'have...been', 'association', 'investigations', 'inconsistent', 'difficult_task', 'problem_complication', 'problem_complication']
PMC4897523.nxml.gz	231	['While there is still room for much further research, current understanding suggests that length of labor is possibly associated with autism.']	(34277, 34417)	['suggests', 'possibly', 'associated', 'future_work', 'future_work', 'further_research', 'further_research', 'still', 'while']
PMC4897523.nxml.gz	232	['Prolonged delivery due to oversedation, inappropriate position of the fetus, and unbalanced fetopelvic size and oversedation, which results in induction, can play a role.']	(34418, 34588)	['can', 'role', 'due...to', 'due...to']
PMC4897523.nxml.gz	233	['It is also possible that children who become autistic may also be slow to deliver that the prolonged delivery is a symptom of, rather than a cause of, autism.']	(34589, 34747)	['possible', 'may', 'rather']
PMC4897523.nxml.gz	234	['3.']	(34749, 34751)	[]
PMC4897523.nxml.gz	235	['Conclusion\nIn summary, several attributes of the perinatal and labor experiences may be associated with the development of autism.']	(34752, 34882)	['incomplete_evidence', 'incomplete_evidence', 'may_be', 'may_be', 'associated']
PMC4897523.nxml.gz	236	['Yet, importantly, these factors may work separately or may work together with other stimuli.Table 1provides a summary of the findings in the studies explored in this article.']	(34883, 35057)	['may', 'may', 'yet', 'importantly', 'or', 'other']
PMC4897523.nxml.gz	237	['While association between β 2 adrenergic receptor agonists and autism spectrum disorders is not strong, exposure to terbutaline during the third trimester has shown to increase incidence.']	(35058, 35245)	['incomplete_evidence', 'incomplete_evidence', 'incomplete_evidence', 'association', 'while']
PMC4897523.nxml.gz	238	['Furthermore terbutaline has been shown to increase microglial activation associated with behavioral abnormalities akin to autism.']	(35246, 35375)	['incomplete_evidence', 'associated']
PMC4897523.nxml.gz	239	['Labor induction and augmentation appear to be an area of association.']	(35376, 35445)	['association', 'appear_to_be', 'appear_to_be', 'appear_to_be']
PMC4897523.nxml.gz	240	['While one study showed that children whose mothers received augmented and/or induced childbirth showed a greater risk for autism compared with controls, further research is needed to prove an association.']	(35446, 35650)	['one_study', 'one_study', 'showed', 'association', 'further_research', 'further_research', 'research_is_needed', 'research_is_needed', 'research_is_needed', 'while']
PMC4897523.nxml.gz	241	['The role of maternal disease cannot be ignored as antiphospholipid syndrome and perinatal inflammation may have important roles in the eventual development of autism.']	(35651, 35817)	['may', 'as', 'role', 'roles', 'important_consideration', 'important_consideration', 'important_consideration', 'important']
PMC4897523.nxml.gz	242	['Antiepileptic drugs and oral supplements may play a role in later onset.']	(35818, 35890)	['may', 'role']
PMC4897523.nxml.gz	243	['Cocaine has been associated with an increase in the onset of neurodevelopmental abnormalities, but the direct influence on autism development is still lacking.']	(35891, 36050)	['lacking', 'associated', 'influence', 'still', 'alternative_options_controversy']
PMC4897523.nxml.gz	244	['While a link between smoking and autism could not be established, air pollution may have a role.']	(36051, 36147)	['not...established', 'not...established', 'may', 'link', 'role', 'while', 'could_not', 'could_not']
PMC4897523.nxml.gz	245	['Several studies have implicated SSRIs in autism, but a larger recent cohort study showed no association.']	(36148, 36252)	['several_studies', 'several_studies', 'recent...study', 'recent...study', 'showed', 'implicated', 'alternative_options_controversy']
PMC4897523.nxml.gz	246	['Artificial insemination and fertility medications were largely found to have to link, yet reports are conflicted.']	(36253, 36366)	['found', 'link', 'yet', 'conflicted']
PMC4897523.nxml.gz	247	['Prolonged labor may also lead to neurological deficits and thus autism.']	(36367, 36438)	['may', 'thus']
PMC4897523.nxml.gz	248	['Attributes of the delivery room and birthing experience also may have a role in autism.']	(36439, 36526)	['may', 'role']
PMC4897523.nxml.gz	249	['While some evidence suggests that meconium aspiration syndrome may have a link as a contributing factor, more studies are needed.']	(36527, 36656)	['some_evidence', 'some_evidence', 'suggests', 'may', 'link', 'more_studies', 'more_studies', 'studies_are_needed', 'studies_are_needed', 'studies_are_needed', 'while']
PMC4897523.nxml.gz	250	['Birth weight, gestational age, and preterm birth may correlate with autism and intellectual disabilities.']	(36657, 36762)	['may', 'correlate']
PMC4897523.nxml.gz	251	['The identification of prenatal factors that are linked to autism may serve as a paradigm shift in our current view and management of autism.']	(36763, 36903)	['may', 'view', 'linked', 'future_prediction', 'alternative_options_controversy', 'alternative_options_controversy']
PMC4897523.nxml.gz	252	['The fact that several risk factors during the prenatal and labor periods are implicated in autism should prompt the medical community to focus on the pregnancy and labor periods as preventive measures to curb the incidence of autism.']	(36904, 37137)	['implicated', 'should', 'important_consideration']
PMC4897523.nxml.gz	253	['PubMed Central:']	(37139, 37154)	[]
