PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
PMC2672462.nxml.gz	121	['Long-term concerns regarding glyburide and metformin therapy for GDM\nAlthough the above randomized trials have demonstrated non-inferiority of glyburide and metformin in achieving glycemic control, and satisfactory birth outcomes compared to insulin therapy, concerns must remain as long-term issues have not yet been addressed.']	(23198, 23526)	['full_unknown', 'full_unknown', 'demonstrated', 'remain', 'have...been', 'have...been', 'as', 'must', 'alternative_options_controversy', 'concerns', 'issues']
PMC2672462.nxml.gz	122	['Repeated episodes of GDM are associated with the earlier development of diabetes, and this has been postulated to be due to the increased stress that the β-cells are exposed to with each pregnancy.75By treating the mother with glyburide, it is possible that this accentuates β-cell stress and accelerates their decline, whereas insulin therapy would conversely provide a degree of relief to the β-cells.']	(23527, 23930)	['postulated', 'it_is_possible', 'it_is_possible', 'it_is_possible', 'associated', 'would', 'whereas', 'conversely', 'due_to', 'due_to']
PMC2672462.nxml.gz	123	['Therefore glyburide has the potential to result in earlier development of maternal diabetes, and long-term follow-up of the mothers are needed to alleviate this concern.']	(23931, 24100)	['potential', 'therefore', 'are_needed', 'are_needed', 'concern']
PMC2672462.nxml.gz	124	['In contradistinction, metformin reduces insulin resistance and hepatic gluconeogenesis, which theoretically would be beneficial for the preservation of β-cell function.']	(24101, 24269)	['theoretically', 'would_be', 'would_be', 'anomaly_curious_finding', 'anomaly_curious_finding']
PMC2672462.nxml.gz	125	['In subjects with type 2 diabetes, the ADOPT Study has demonstrated that metformin is superior to glyburide in this regard.76As there is transplacental passage of metformin,77,78its effect on fetal insulin resistance might even provide further benefit in light of data of insulin resistance and insulin secretory defects in offspring of diabetic pregnancies.19However, any pharmacological agent which crosses the placenta must be viewed with caution as there always remains the possibility of unexpected long-term effects.']	(24270, 24791)	['demonstrated', 'might', 'caution', 'remains', 'possibility', 'as', 'in_light_of', 'in_light_of', 'in_light_of', 'as', 'effect', 'effects', 'important_consideration', 'must...be', 'must...be', 'even', 'unexpected', 'however']
PMC2672462.nxml.gz	126	['Metformin alters gene expression in mice livers and has been demonstrated to have an antiproliferative effect through reductions in cyclin D1 and activation of AMP kinase.79The programming and developmental effects of these on a fetus are unknown.']	(24792, 25039)	['unknown', 'has_been_demonstrated', 'has_been_demonstrated', 'has_been_demonstrated', 'effect', 'effects']
PMC2672462.nxml.gz	127	['Furthermore, metformin can promote the development of lactic acidosis, which surely must be a concern in situations of fetal distress.']	(25040, 25174)	['can', 'must...be', 'must...be', 'anomaly_curious_finding', 'concern']
PMC2672462.nxml.gz	128	['Whilst 18-month follow-up data on 126 offspring of women with polycystic ovary syndrome treated with metformin during pregnancy have not revealed any deficiencies in growth or motor-social development, this may be too short a time frame for potential programming effects of metformin to become evident.80\nIn view of the above concerns regarding the potential of glyburide and metformin to have long-term effects on the mother and child, I would recommend caution with their use in the treatment of GDM.']	(25175, 25677)	['may_be', 'may_be', 'potential', 'incomplete_evidence', 'view', 'potential', 'caution', 'effects', 'effects', 'recommend', 'would', 'whilst', 'concerns']
PMC2672462.nxml.gz	129	['A subgroup of infants from the MIG Study are currently being followed up.72It may be circumspect to await the findings from this follow-up study before metformin can be considered safe for the routine treatment of GDM.']	(25678, 25896)	['may_be', 'may_be', 'can', 'considered', 'important_consideration']
PMC2672462.nxml.gz	130	['Other oral antidiabetic agents for gestational diabetes\nThere is one study which randomized women with GDM to treatment with insulin, glyburide, or acarbose.61Forty two percent of the acarbose subjects failed to achieve adequate glycemic control and ultimately required insulin therapy.']	(25898, 26184)	['one_study', 'one_study']
PMC2672462.nxml.gz	131	['The incidence of large for gestational age was 10.5%, compared to 3.7% for insulin and 25% for glyburide (p = 0.07).']	(26185, 26301)	[]
PMC2672462.nxml.gz	132	['The rate of neonatal hypoglycemia (5.3%) was similar to insulin (3.7%), but lower than glyburide (33%) (p = 0.006).']	(26302, 26417)	[]
PMC2672462.nxml.gz	133	['Whilst this study is inadequately powered to demonstrate safety of acarbose, it is not absorbed from the gut, and therefore would be unlikely to affect the fetus.']	(26418, 26580)	['therefore', 'unlikely', 'affect', 'would_be', 'would_be', 'whilst', 'inadequately']
PMC2672462.nxml.gz	134	['However it is of low potency and insulin therapy will often need to be introduced.']	(26581, 26663)	['will', 'however']
PMC2672462.nxml.gz	135	['Furthermore, the high frequency of gastrointestinal side effects experienced by people with type 2 diabetes suggests that any future role of acarbose, even if subsequent studies confirm safety, will be limited.']	(26664, 26874)	['suggests', 'subsequent_studies', 'subsequent_studies', 'confirm', 'limited', 'effects', 'role', 'future', 'will', 'even', 'if']
PMC2672462.nxml.gz	136	['There are no studies using glitazones in pregnancy.']	(26875, 26926)	['there_are_no', 'there_are_no', 'there_are_no', 'no_studies', 'no_studies']
PMC2672462.nxml.gz	137	['Transplacental transfer occurs,67,81and until studies demonstrating safety are performed, they should be avoided in pregnancy.']	(26927, 27053)	['until', 'should_be', 'should_be', 'important_consideration']
PMC2672462.nxml.gz	138	['Evidence that treatment of gestational diabetes improves pregnancy outcomes\nThe strongest evidence that treatment of GDM is of benefit comes from the Australian Carbohydrate Intolerance Study (ACHOIS) in Pregnant Women.82In this randomized controlled trial, 1000 women fulfilling the 1985 WHO criteria for “gestational glucose intolerance” were recruited.']	(27055, 27410)	['incomplete_evidence', 'incomplete_evidence']
PMC2672462.nxml.gz	139	['These subjects had a fasting glucose up to 7.7 mmol/dl and a 2 hour level between 7.8 mmol/L and 11.1 mmol/dl.']	(27411, 27521)	[]
PMC2672462.nxml.gz	140	['They were randomized to receive treatment for GDM, including dietary advice, blood glucose monitoring, and insulin as required, or standard pregnancy care.']	(27522, 27677)	[]
PMC2672462.nxml.gz	141	['Those receiving standard care were unaware that they had GDM.']	(27678, 27739)	[]
PMC2672462.nxml.gz	142	['In the treatment group, the aim was to maintain a fasting glucose level of <5.5 mmol/L, and 2 hour post-prandial reading <7.0 mmol/L.']	(27740, 27873)	[]
PMC2672462.nxml.gz	143	['With this, there was a 1% incidence of serious perinatal outcomes (death, shoulder dystocia, fracture, and nerve palsy) compared to 4% amongst women provided with standard pregnancy care only (adjusted risk reduction 0.33, p = 0.01).']	(27874, 28107)	[]
PMC2672462.nxml.gz	144	['Fewer neonates in the treatment group were large for gestational age, and there was no difference in the incidence of small for gestational age infants.']	(28108, 28260)	[]
PMC2672462.nxml.gz	145	['There was no difference in the rate of cesarean section.']	(28261, 28317)	[]
PMC2672462.nxml.gz	146	['Preeclampsia occurred less frequently in the intervention group (12% vs 18%, adjusted risk reduction 0.7, p = 0.02).']	(28318, 28434)	[]
PMC2672462.nxml.gz	147	['One other important finding of this study was that intensively treated women had better quality of life and lower rates of depression.']	(28435, 28569)	['important']
PMC2672462.nxml.gz	148	['Prior to ACHOIS, a large number of other studies had been performed to ascertain if treatment of GDM is of benefit.']	(28570, 28685)	['other', 'if']
PMC2672462.nxml.gz	149	['These studies were largely retrospective, unrandomized, or lacked power to detect differences in serious adverse perinatal outcomes and will not be listed here.']	(28686, 28846)	['difficult_task', 'problem_complication', 'problem_complication', 'problem_complication', 'problem_complication']
PMC2672462.nxml.gz	150	['However, one large retrospective cohort study of 116,303 pregnancies, merits discussion.']	(28847, 28935)	['important_consideration', 'however']
PMC2672462.nxml.gz	151	['Because of changes in the diagnostic criteria for GDM over the years, Beischer (1996) was able to examine perinatal mortality amongst women who would have been diagnosed as having GDM by contemporary criteria, but were not considered to have GDM at the time, and were therefore untreated.']	(28936, 29224)	[]
PMC2672462.nxml.gz	152	['The perinatal mortality rate was 2.6% in these women with ‘mild GDM’ in the 1970s, compared to 0.7%, in the 1980s after routine treatment had been introduced for this group.']	(29225, 29398)	[]
PMC2672462.nxml.gz	153	['Their perinatal mortality rate was 2.3 times that of women with normal glucose tolerance.']	(29399, 29488)	[]
PMC2672462.nxml.gz	154	['In the 1980s, with routine treatment for women with mild GDM, their outcomes were not different to women with normal glucose tolerance.']	(29489, 29624)	[]
PMC2672462.nxml.gz	155	['It therefore seems likely that the decreased mortality rate was at least in part a consequence of treatment of GDM, rather than only to other improvements in obstetric outcome.']	(29625, 29801)	['in_part', 'in_part', 'only', 'therefore', 'likely', 'at_least', 'at_least', 'seems', 'rather']
PMC2672462.nxml.gz	156	['Post-partum management of gestational diabetes\nThe medical management of gestational diabetes should not conclude with the delivery of the fetus.']	(29803, 29948)	['should']
PMC2672462.nxml.gz	157	['Although hyperglycemia usually resolves with the conclusion of the pregnancy, women who have had GDM are at high risk of developing diabetes later in life.']	(29949, 30104)	['usually', 'although']
PMC2672462.nxml.gz	158	['Apart from the development of diabetes, women who have had GDM have an adverse cardiac risk profile, including the metabolic syndrome.83,84A higher prevalence of cardiovascular disease that occurs at a younger age, independent of the metabolic syndrome and type 2 diabetes has also been demonstrated.83\nIn view of the above, it is important that the woman who has had GDM receive counseling and support to reduce her long-term risk of diabetes.']	(30105, 30549)	['has...been', 'has...been', 'demonstrated', 'view', 'superficial_relationship', 'important']
PMC2672462.nxml.gz	159	['Screening for diabetes, at regular intervals, is recommended by a number of diabetes societies.4,85This is important for the early diagnosis of diabetes, to facilitate the prevention of complications.']	(30550, 30750)	['recommended', 'important', 'complications']
PMC2672462.nxml.gz	160	['Furthermore, if the woman is of reproductive age, the pre-pregnancy recognition of diabetes is vital so that early pregnancy conditions can be optimized to prevent diabetes fetopathy.']	(30751, 30934)	['vital', 'if']
PMC2672462.nxml.gz	161	['Issues specific to pre-existing diabetes in pregnancy include tight glycemic control and adequate folate supplementation.53,54Additionally, post partum evaluation and management of reversible cardiovascular risk factors such as smoking, obesity, hypertension, and hyperlipidemia should be undertaken.']	(30935, 31235)	['should_be', 'should_be', 'issues']
PMC2672462.nxml.gz	162	['There is evidence that lifestyle modification, aiming for a 5%–7% reduction in body weight, is effective in preventing or delaying the development of diabetes in people with impaired glucose tolerance.']	(31236, 31437)	['there_is_evidence', 'there_is_evidence', 'there_is_evidence']
PMC2672462.nxml.gz	163	['Both the Diabetes Prevention Program86and the Finnish Diabetes Prevention Study87demonstrated this, with an intensive intervention including lifestyle coaches, strict supervised exercise regimes and caloric restriction.']	(31438, 31657)	['demonstrated']
PMC2672462.nxml.gz	164	['As 15% of the women in the Diabetes Prevention Program and Diabetes Prevention Study had GDM, similar measures should be recommended to women after they have had GDM.']	(31658, 31824)	['as', 'should_be', 'should_be', 'recommended']
PMC2672462.nxml.gz	165	['However, it is unclear if less intensive interventions can be effective in this population.']	(31825, 31916)	['unclear', 'can', 'however', 'if']
PMC2672462.nxml.gz	166	['To date, small short-term studies focusing on dietary counseling alone, or a combination of behavioral strategies with weekly exercise classes, have not demonstrated an improvement in glucose tolerance.88,89In part, this is probably due to the real life challenges of maintaining motivation for healthy lifestyle change amongst young women at a time that they are having to deal with young children, return to work, and further education.']	(31917, 32355)	['incomplete_evidence', 'incomplete_evidence', 'demonstrated', 'in_part', 'in_part', 'probably', 'challenges', 'due...to', 'due...to']
PMC2672462.nxml.gz	167	['Nonetheless, there are undisputed benefits to healthy eating and regular physical activity so these activities should be encouraged.']	(32356, 32488)	['probable_understanding', 'should_be', 'should_be', 'encouraged', 'alternative_options_controversy']
PMC2672462.nxml.gz	168	['Summary and conclusions\nGestational diabetes is a common disorder which in the majority of cases, should initially be managed by dietary measures.']	(32490, 32636)	['should']
PMC2672462.nxml.gz	169	['These include a restriction in fat and simple carbohydrate intake, regular distribution of meals, carbohydrate foods favoring those with low glycemic index, and caloric restriction for those who are obese.']	(32637, 32842)	[]
PMC2672462.nxml.gz	170	['Moderate physical activity should be encouraged.']	(32843, 32891)	['should_be', 'should_be', 'encouraged']
PMC2672462.nxml.gz	171	['Fasting and post-prandial glucose testing is necessary for monitoring and guidance of therapy.']	(32892, 32986)	['necessary']
PMC2672462.nxml.gz	172	['Where dietary measures are inadequate to achieve glycemic targets, insulin should be introduced.']	(32987, 33083)	['should_be', 'should_be', 'inadequate']
PMC2672462.nxml.gz	173	['Insulin is still the mainstay of pharmacological treatment of GDM, and this is ideally administered in a basal bolus regimen.']	(33084, 33209)	['still', 'important_consideration', 'important_consideration']
PMC2672462.nxml.gz	174	['The rapid acting analogs lispro and aspart are considered safe, but the safety of the long-acting analogs are yet to be determined.']	(33210, 33341)	['full_unknown', 'full_unknown', 'full_unknown', 'full_unknown', 'incomplete_evidence', 'important_consideration']
PMC2672462.nxml.gz	175	['Whilst there are studies demonstrating short-term safety of glyburide and metformin during pregnancy, I suggest that they be reserved for situations where implementation of insulin therapy is impractical or not possible.']	(33342, 33562)	['suggest', 'whilst']
PMC2672462.nxml.gz	176	['After all, we know that insulin therapy is safe and usually effective.']	(33563, 33633)	['incomplete_evidence', 'usually', 'important_consideration']
PMC2672462.nxml.gz	177	['ACHOIS has shown that it is acceptable to the majority of women.']	(33634, 33698)	['incomplete_evidence', 'incomplete_evidence']
PMC2672462.nxml.gz	178	['By eschewing insulin, doctors may actually be treating their own perceived fear of injections, rather than providing the best therapy to the patient.']	(33699, 33848)	['may', 'rather']
PMC2672462.nxml.gz	179	['Based on our current information, insulin is still the best option, with the least potential for long-term risk to the mother and child.']	(33849, 33985)	['potential', 'based_on', 'based_on', 'still']
PMC2672462.nxml.gz	180	['With good medical and obstetric care, the risks to the pregnancy should be minimal.']	(33986, 34069)	['should_be', 'should_be']
PMC2672462.nxml.gz	181	['However, a woman with GDM is a woman at high risk of future diabetes.']	(34070, 34139)	['however']
PMC2672462.nxml.gz	182	['Therefore after the pregnancy, healthy lifestyle measures should be encouraged to minimize the likelihood of developing diabetes, and regular screening for diabetes should be undertaken.']	(34140, 34326)	['therefore', 'likelihood', 'should_be', 'should_be', 'encouraged', 'should_be', 'should_be']
PMC2672462.nxml.gz	183	['© 2009 Dove Medical Press Limited.']	(34328, 34362)	[]
PMC2672462.nxml.gz	184	['All rights reserved\n\nPubMed Central:']	(34363, 34399)	[]
