PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
PMC3659910.nxml.gz	138	['Other suggests vitamin D supplementation of 400 IU/day to breast fed infants is the most secure way of preventing rickets in infants.']	(20749, 20882)	['suggests', 'most', 'preventing', 'other']
PMC3659910.nxml.gz	139	['[32]\n\nRole of vitamin D in newborn and infant\nAdequate maternal vitamin D levels are also important for fetal and child health.']	(20882, 21009)	['role', 'important']
PMC3659910.nxml.gz	140	['Fetal Vitamin D concentrations are mainly dependent on maternal concentration, and maternal deficiency may lead to adverse outcomes in offspring.']	(21010, 21155)	['may', 'mainly', 'dependent', 'lead_to', 'lead_to']
PMC3659910.nxml.gz	141	['Vitamin D-deficiency in mothers have significantly increased risk of infantile rickets due to inadequate maternal–fetal transfer of 25-hydroxyvitamin D.[32] Recent retrospective studies found a significant and previously undetected association of maternal vitamin D deficiency with rickets-associated infant heart failure and with acute lower respiratory tract infection,[33] a serious complication often associated with sepsis without clinical signs of rickets.']	(21156, 21618)	['recent', 'studies', 'found', 'previously', 'probable_understanding', 'probable_understanding', 'often', 'association', 'associated', 'associated', 'increased_risk', 'increased_risk', 'important_consideration', 'serious', 'important_consideration', 'anomaly_curious_finding']
PMC3659910.nxml.gz	142	['While vitamin D supplementation in pregnancy has previously been associated with reduced risk of wheezing and type 1 diabetes.']	(21619, 21745)	['previously', 'associated', 'risk']
PMC3659910.nxml.gz	143	['[34] A few studies have observed that maternal Vitamin D concentrations are related to offspring birth weight and growth during the postnatal years.']	(21745, 21893)	['few_studies', 'few_studies', 'observed', 'related']
PMC3659910.nxml.gz	144	['Lower maternal vitamin D status was associated with lower bone mineral concentration and impaired glucose homeostasis in newborn infants.']	(21894, 22031)	['associated']
PMC3659910.nxml.gz	145	['[35] Maternal vitamin D deficiency also has been associated with craniotabes,[35] a softening of skull bones that is one of the earliest signs of vitamin D deficiency, in a case study with neonatal seizures of a hypocalcemic infant and with impaired skeletal development in utero.']	(22031, 22311)	['associated']
PMC3659910.nxml.gz	146	['[34] Interestingly, vitamin D deficiency during pregnancy is also associated with risks of health problems later in childhood, including improper bone development at 9 yrs of age, asthma,[36] dental cavities, schizophrenia, and type I diabetes.']	(22311, 22555)	['associated', 'risks', 'important_consideration', 'interestingly']
PMC3659910.nxml.gz	147	['[37–39]\nThe concept that maternal nutritional status influences the risk of chronic disorders in the offspring has attracted interest over the past 2 decades.']	(22555, 22713)	['the_concept', 'the_concept', 'influences', 'risk', 'important_consideration']
PMC3659910.nxml.gz	148	['However, very few studies have been in position to examine this association directly in animals.']	(22714, 22810)	['incomplete_evidence', 'few_studies', 'incomplete_evidence', 'few_studies', 'have_been', 'have_been', 'association', 'difficult_task']
PMC3659910.nxml.gz	149	['Women of Indian origin, especially pregnant women, are known to have a high prevalence of vitamin D deficiency.']	(22811, 22922)	['known', 'important_consideration', 'prevalence']
PMC3659910.nxml.gz	150	['In Indian women calcium intakes are low and the demands on calcium economy are high because of repeated cycles of pregnancy and lactation.']	(22923, 23061)	['probable_understanding']
PMC3659910.nxml.gz	151	['A study in pregnant women in South India assessed maternal vitamin D status by measuring serum 25-hydroxyvitamin D in stored serum samples.']	(23062, 23201)	[]
PMC3659910.nxml.gz	152	['[40] More than 60% of the women of the women had low 25(OH) D concentration (<50 nmol/L) at 30-week gestation.']	(23201, 23311)	[]
PMC3659910.nxml.gz	153	['Although there was no association between maternal Vitamin D status and offspring birth size.']	(23312, 23405)	['although']
PMC3659910.nxml.gz	154	['At present, vitamin D supplementation is not a part of antenatal care programs in India.']	(23406, 23494)	['incomplete_evidence', 'incomplete_evidence']
PMC3659910.nxml.gz	155	['Testing and treatment for vitamin D deficiency\nWomen of reproductive age are assumed to be able to obtain the recommended intake for almost all vitamins without the use of supplements, and no national organization recommends routine vitamin D supplementation during pregnancy unless a woman is at nutritional risk.']	(23496, 23810)	['assumed', 'almost_all', 'almost_all', 'recommended', 'recommends', 'to_be', 'to_be', 'risk']
PMC3659910.nxml.gz	156	['The US Preventive Services Task Force does not comment for or against routine screening for vitamin D deficiency in pregnant women.']	(23811, 23942)	[]
PMC3659910.nxml.gz	157	['One approach is to consider serum testing in patients at high risk for vitamin D deficiency but treating without testing those at lower risk.']	(23943, 24084)	['consider', 'risk', 'risk', 'but']
PMC3659910.nxml.gz	158	['The basis for these recommendations was made before it was possible to measure the circulating concentration of 25-hydroxyvitamin D [25(OH) D], the indicator of nutritional vitamin D status.']	(24085, 24275)	['probable_understanding', 'indicator', 'recommendations', 'difficult_task', 'difficult_task', 'difficult_task', 'difficult_task']
PMC3659910.nxml.gz	159	['[4142] Endocrine Society Issues Practice Guideline on Vitamin D and the guideline recommend that clinicians screen for vitamin D deficiency in people at risk for deficiency, including obese individuals, blacks, pregnant and lactating women, and patients with malabsorption syndromes.']	(24275, 24558)	['guideline', 'recommend', 'at_risk', 'at_risk']
PMC3659910.nxml.gz	160	['[43] If electing to test vitamin D status, serum 25-hydroxyvitamin D is the accepted biomarker to be offered early in pregnancy.']	(24558, 24686)	['accepted', 'biomarker', 'important_consideration']
PMC3659910.nxml.gz	161	['[44] Although 1,25(OH) 2D is the active circulating form of vitamin D, measuring this level is not helpful because it is quickly and tightly regulated by the kidney.']	(24686, 24851)	['alternative_options_controversy', 'difficult_task', 'difficult_task', 'because']
PMC3659910.nxml.gz	162	['True deficiency would be evident only by measuring 25(OH) D. Of note, questions have been raised regarding the need for standardization of assays.']	(24852, 24998)	['questions', 'explicit_question', 'only', 'the_need', 'the_need', 'evident', 'would_be', 'would_be', 'of_note', 'of_note']
PMC3659910.nxml.gz	163	['A large laboratory (Quest Diagnostics) recently reported the possibility of thousands of incorrect vitamin D level results.']	(24999, 25122)	['recently', 'reported', 'possibility', 'problem_complication']
PMC3659910.nxml.gz	164	['Sunlight expo-sure questionnaires are imprecise and are not currently recommended.']	(25123, 25205)	['recommended', 'problem_complication']
PMC3659910.nxml.gz	165	['There is no consensus about the optimal 25(OH) D level, but many experts accept a range 75nmol/L (≥30 ng/mL) as optimal.']	(25206, 25326)	['many', 'probable_understanding', 'probable_understanding', 'optimal', 'optimal', 'no_consensus', 'no_consensus']
PMC3659910.nxml.gz	166	['[44] Controversy exists regarding the optimum concentration of serum 25-hydroxyvitamin D for defining vitamin D deficiency, especially in pregnancy.']	(25326, 25474)	['defining', 'important_consideration', 'controversy']
PMC3659910.nxml.gz	167	['Most experts agree that serum vitamin D levels below 50 nmol/L (20 ng/mL) represent deficiency.']	(25475, 25570)	['most', 'probable_understanding', 'represent']
PMC3659910.nxml.gz	168	['However this current practice is based on the skeletal actions of the vitamin and may not be applicable for its non-classic actions.']	(25571, 25703)	['incomplete_evidence', 'may_not', 'may_not', 'probable_understanding', 'probable_understanding', 'however', 'alternative_options_controversy', 'alternative_options_controversy', 'alternative_options_controversy']
PMC3659910.nxml.gz	169	['As was recently pointed out in a Cochrane review, the topic of maternal vitamin D requirements during pregnancy has been poorly studied.']	(25704, 25840)	['recently', 'pointed', 'has...been', 'has...been', 'requirements', 'problem_complication']
PMC3659910.nxml.gz	170	['The reality is that the actual vitamin D requirement during pregnancy is not known.']	(25841, 25924)	['not_known', 'not_known', 'requirement']
PMC3659910.nxml.gz	171	['For that matter, the requirement for the general population is not known either.']	(25925, 26005)	['not_known', 'not_known', 'requirement']
PMC3659910.nxml.gz	172	['There is no dietary recommended intake (DRI) for vitamin D. What is known today is that for a pregnant woman, the adequate intake for vitamin D is 200 IU per day.']	(26006, 26168)	['no', 'is_known', 'is_known', 'recommended']
PMC3659910.nxml.gz	173	['However this recommended level, which was largely arbitrarily set, seems to be less helpful to improve the nutritional vitamin D status of pregnant women.']	(26169, 26323)	['largely', 'recommended', 'to_be', 'to_be', 'important_consideration', 'important_consideration', 'seems', 'however', 'alternative_options_controversy']
PMC3659910.nxml.gz	174	["National Osteoporosis Foundation's (NOF) recommends 400-800IU vitamin D for pregnant women."]	(26324, 26415)	['recommends']
PMC3659910.nxml.gz	175	['A recent systematic review concluded that antenatal vitamin D supplementation is effective in improving the vitamin D status of Asian and white women, improves growth in the first year of life in South Asian babies and therefore may contribute to reducing the incidence of rickets in this latter group, without evidence of harm.']	(26416, 26744)	['recent', 'concluded', 'therefore', 'effective', 'contribute', 'future_prediction']
PMC3659910.nxml.gz	176	['[45] The NICE guidelines for antenatal care were therefore updated in 2008.']	(26744, 26819)	[]
PMC3659910.nxml.gz	177	["Current NICE guidance states clearly that pregnant women are informed, at their first antenatal booking, of the importance of adequate vitamin D during pregnancy and after, to maintain their own and their baby's health."]	(26820, 27039)	['incomplete_evidence', 'guidance', 'importance']
PMC3659910.nxml.gz	178	['These women are advised to take 10 micrograms per day in the form of a multivitamin supplement.']	(27040, 27135)	['advised']
PMC3659910.nxml.gz	179	['It is crucial to ensure that at-risk women are aware of this need.']	(27136, 27202)	['crucial', 'important_consideration', 'important_consideration', 'important_consideration', 'important_consideration']
PMC3659910.nxml.gz	180	['Those identified as at-risk include: Women from black and ethnic minorities who are socially-excluded, women with limited exposure to sunlight, especially those who are housebound and obese women with prepregnancy BMI > 30.']	(27203, 27426)	['identified', 'important_consideration', 'important_consideration', 'important_consideration', 'important_consideration']
PMC3659910.nxml.gz	181	['Current U.S. guidelines call for pregnant women to get 400-600 IU.']	(27427, 27493)	['incomplete_evidence', 'guidelines', 'call']
PMC3659910.nxml.gz	182	['However, research in recent years has been challenging those ideas on what is enough, and what is too much.']	(27494, 27601)	['what', 'what', 'incomplete_evidence', 'recent', 'has_been', 'has_been', 'incomplete_evidence', 'alternative_options_controversy', 'difficult_task']
PMC3659910.nxml.gz	183	['The U.S. guidelines are currently under review.']	(27602, 27649)	['currently', 'guidelines']
PMC3659910.nxml.gz	184	['For now, though, 600 IU in prenatal vitamins remains the recommended daily intake for pregnant women.']	(27650, 27751)	['incomplete_evidence', 'recommended', 'though']
PMC3659910.nxml.gz	185	['However, getting 25(OH) D levels consistently above 75 nmol/L (30 ng/mL) may require at least 1500-2000 IU/day of vitamin D. If a mother is vitamin D deficient, breast milk is not a good source of vitamin D, so infants need to be given vitamin D supplementation until they are weaned.']	(27752, 28036)	['may', 'at_least', 'at_least', 'require', 'however']
PMC3659910.nxml.gz	186	['Also women are encouraged to continue to take vitamin D supplements after pregnancy to help protect against health problems such as osteoporosis.']	(28037, 28182)	['protect', 'help', 'important_consideration', 'important_consideration']
PMC3659910.nxml.gz	187	['It was recently shown that a maternal supplementation of 2100 IU vitamin D/day was needed, when administered during the period of lactation, in order to observe an increase in serum levels of 25(OH) D in the breast-fed infants comparable to that observed in children given 400 IU/day.']	(28183, 28467)	['recently', 'shown', 'important_consideration']
PMC3659910.nxml.gz	188	['CONCLUSION\nVitamin D has emerged as something of a wonder supplement, according to the claims of dozens of studies published in the past few years.']	(28469, 28616)	['according_to', 'according_to', 'studies', 'few', 'important_consideration', 'claims']
PMC3659910.nxml.gz	189	['The current lack of evidence of benefit for women at lower risk of vitamin D deficiency points to the need for further research into vitamin D supplementation in pregnant women with clinical neonatal and infant end-points under scrutiny.']	(28617, 28854)	['lack_of_evidence', 'lack_of_evidence', 'lack_of_evidence', 'need_for_further_research', 'need_for_further_research', 'need_for_further_research', 'need_for_further_research', 'risk', 'scrutiny']
PMC3659910.nxml.gz	190	['There is a similar gap in the knowledge base for optimal dosing, as there is little empirical robust evidence to support 600 IU/day.']	(28855, 28987)	['gap', 'incomplete_evidence', 'little', 'robust', 'evidence_to_support', 'evidence_to_support', 'evidence_to_support', 'as', 'optimal']
PMC3659910.nxml.gz	191	['Further research is required, particularly to establish the dose needed to supplement pregnant women with pre-existing deficiency and the optimal gestation at which vitamin D supplementation should be started.']	(28988, 29197)	['further_research', 'further_research', 'required', 'important_consideration', 'important_consideration', 'optimal', 'important_consideration', 'important_consideration']
PMC3659910.nxml.gz	192	['Recommendations should be made on informing women of the importance of maintaining adequate vitamin D stores in pregnancy, particularly for those at greatest risk of vitamin D deficiency.']	(29198, 29385)	['recommendations', 'should_be', 'should_be', 'importance', 'important_consideration', 'risk']
PMC3659910.nxml.gz	193	["Sensible sun exposure and education of the public about the beneficial effects of some limited sun exposure to satisfy their body's vitamin D requirements should be implemented."]	(29386, 29563)	['effects', 'should_be', 'should_be', 'sensible', 'requirements']
PMC3659910.nxml.gz	194	['Future studies are essential to determine the true vitamin D requirement during pregnancy not only for maternal skeletal preservation and fetal skeletal formation, but also for fetal “imprinting" that may affect neurodevelopment, immune function and chronic disease susceptibility soon after birth as well as later in life.']	(29564, 29887)	['affect', 'future_studies', 'future_studies', 'future_prediction', 'essential', 'requirement', 'susceptibility', 'not_only...but...also', 'not_only...but...also', 'not_only...but...also', 'not_only...but...also']
PMC3659910.nxml.gz	195	['PubMed Central:']	(29889, 29904)	[]
