PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END	BIO_TAG	PMC_MENTION_ID	ONTOLOGY_CONCEPT_ID	ONTOLOGY_LABEL
PMC7222517	PMC7222517_30	10491	10590	The	DT	10491	10494	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	quality	NN	10495	10502	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	of	IN	10503	10505	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	the	DT	10506	10509	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	isolated	JJ	10510	10518	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	mRNA	NN	10519	10523	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	was	VBD	10524	10527	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	determined	VBN	10528	10538	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	via	IN	10539	10542	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	DNA	NNP	10543	10546	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	analysis	NN	10547	10555	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	ScreenTape	NNP	10556	10566	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	(	(	10567	10568	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	Aligent	NNP	10568	10575	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	Technologies	NNPS	10576	10588	O	None	None	None
PMC7222517	PMC7222517_30	10491	10590	).	VBP	10588	10590	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	Samples	NNS	10591	10598	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	that	WDT	10599	10603	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	passed	VBD	10604	10610	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	quality	NN	10611	10618	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	control	NN	10619	10626	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	were	VBD	10627	10631	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	used	VBN	10632	10636	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	to	TO	10637	10639	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	generate	VB	10640	10648	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	cDNA	NN	10649	10653	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	libraries	NNS	10654	10663	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	using	VBG	10664	10669	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	the	DT	10670	10673	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	Illumina	NNP	10674	10682	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	TruSeq	NNP	10683	10689	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	Stranded	NNP	10690	10698	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	mRNA	NN	10699	10703	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	Sample	NNP	10704	10710	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	Prep	NNP	10711	10715	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	Kit	NNP	10716	10719	O	None	None	None
PMC7222517	PMC7222517_31	10591	10720	.	.	10719	10720	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	RNA	NNP	10721	10724	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	sequencing	NN	10725	10735	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	was	VBD	10736	10739	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	carried	VBN	10740	10747	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	out	RP	10748	10751	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	using	VBG	10752	10757	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	the	DT	10758	10761	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	Illumina	NNP	10762	10770	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	HiSeq4000	NNP	10771	10780	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	platform	NN	10781	10789	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	with	IN	10790	10794	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	paired	JJ	10795	10801	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	-	:	10801	10802	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	end	NN	10802	10805	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	reads	VBZ	10806	10811	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	(	(	10812	10813	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	2	CD	10813	10814	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	<	NNP	10814	10815	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	U	NNP	10815	10816	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	+	NNP	10816	10817	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	2009	CD	10817	10821	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	><	NNP	10821	10823	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	U	NNP	10823	10824	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	+	VBD	10824	10825	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	00D7	CD	10825	10829	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	><	NNP	10829	10831	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	U	NNP	10831	10832	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	+	NNP	10832	10833	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	2009	CD	10833	10837	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	>	NNP	10837	10838	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	151	CD	10838	10841	O	None	None	None
PMC7222517	PMC7222517_32	10721	10843	).	NN	10841	10843	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	On	IN	10844	10846	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	average	NN	10847	10854	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	,	,	10854	10855	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	40	CD	10856	10858	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	million	CD	10859	10866	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	reads	NNS	10867	10872	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	were	VBD	10873	10877	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	collected	VBN	10878	10887	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	for	IN	10888	10891	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	each	DT	10892	10896	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	sample	NN	10897	10903	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	and	CC	10904	10907	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	outputted	VBD	10908	10917	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	to	TO	10918	10920	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	FASTQ	NNP	10921	10926	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	files	NNS	10927	10932	O	None	None	None
PMC7222517	PMC7222517_33	10844	10933	.	.	10932	10933	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	Sequencing	VBG	10934	10944	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	reads	NNS	10945	10950	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	were	VBD	10951	10955	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	subjected	VBN	10956	10965	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	to	TO	10966	10968	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	adapter	VB	10969	10976	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	-	:	10976	10977	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	trimming	NN	10977	10985	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	and	CC	10986	10989	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	quality	NN	10990	10997	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	control	NN	10998	11005	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	using	VBG	11006	11011	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	the	DT	11012	11015	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	Trimmomatic	JJ	11016	11027	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	package	NN	11028	11035	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	[	VBD	11036	11037	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	6	CD	11037	11038	O	None	None	None
PMC7222517	PMC7222517_34	10934	11040	].	NN	11038	11040	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	Files	NNS	11041	11046	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	were	VBD	11047	11051	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	mapped	VBN	11052	11058	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	to	TO	11059	11061	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	the	DT	11062	11065	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	GRCh38	NNP	11066	11072	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	genome	NN	11073	11079	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	(	(	11080	11081	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	v33	NN	11081	11084	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	)	)	11084	11085	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	and	CC	11086	11089	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	subsequently	RB	11090	11102	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	sorted	VBN	11103	11109	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	to	TO	11110	11112	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	yield	VB	11113	11118	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	BAM	NNP	11119	11122	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	files	NNS	11123	11128	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	using	VBG	11129	11134	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	the	DT	11135	11138	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	standard	JJ	11139	11147	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	STAR	NNP	11148	11152	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	pipeline	NN	11153	11161	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	[	NN	11162	11163	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	7	CD	11163	11164	O	None	None	None
PMC7222517	PMC7222517_35	11041	11166	].	NN	11164	11166	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	BAM	NNP	11167	11170	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	files	NNS	11171	11176	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	were	VBD	11177	11181	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	converted	VBN	11182	11191	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	to	TO	11192	11194	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	feature	NN	11195	11202	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	counts	NNS	11203	11209	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	using	VBG	11210	11215	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	the	DT	11216	11219	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	R	NNP	11220	11221	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	Bioconductor	NNP	11222	11234	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	package	NN	11235	11242	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	RSubread	NNP	11243	11251	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	[	VBD	11252	11253	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	8	CD	11253	11254	O	None	None	None
PMC7222517	PMC7222517_36	11167	11256	].	NN	11254	11256	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	Normal	NNP	11257	11263	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	pituitary	JJ	11264	11273	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	RNA	NNP	11274	11277	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	sequencing	VBG	11278	11288	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	data	NNS	11289	11293	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	was	VBD	11294	11297	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	obtained	VBN	11298	11306	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	from	IN	11307	11311	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	the	DT	11312	11315	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	GTEx	NNP	11316	11320	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	portal	NN	11321	11327	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	(	(	11328	11329	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	www	NN	11329	11332	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	.	.	11332	11333	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	gtexportal	NN	11333	11343	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	.	.	11343	11344	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	org	NN	11344	11347	O	None	None	None
PMC7222517	PMC7222517_37	11257	11349	).	NN	11347	11349	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	Analysis	NN	11351	11359	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	methodology	NN	11360	11371	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	Due	NNP	11372	11375	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	to	TO	11376	11378	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	the	DT	11379	11382	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	possibility	NN	11383	11394	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	that	IN	11395	11399	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	adult	NN	11400	11405	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	and	CC	11406	11409	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	pediatric	JJ	11410	11419	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	transcription	NN	11420	11433	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	patterns	NNS	11434	11442	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	would	MD	11443	11448	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	be	VB	11449	11451	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	distinguished	VBN	11452	11465	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	by	IN	11466	11468	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	only	RB	11469	11473	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	subtle	JJ	11474	11480	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	expression	NN	11481	11491	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	differences	NNS	11492	11503	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	,	,	11503	11504	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	we	PRP	11505	11507	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	chose	VBD	11508	11513	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	a	DT	11514	11515	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	multimodal	JJ	11516	11526	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	bioinformatic	JJ	11527	11540	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	approach	NN	11541	11549	O	None	None	None
PMC7222517	PMC7222517_38	11351	11550	.	.	11549	11550	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	This	DT	11551	11555	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	was	VBD	11556	11559	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	designed	VBN	11560	11568	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	to	TO	11569	11571	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	assess	VB	11572	11578	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	for	IN	11579	11582	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	both	DT	11583	11587	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	linear	JJ	11588	11594	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	and	CC	11595	11598	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	non	JJ	11599	11602	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	-	:	11602	11603	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	linear	JJ	11603	11609	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	relationships	NNS	11610	11623	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	,	,	11623	11624	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	but	CC	11625	11628	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	also	RB	11629	11633	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	to	TO	11634	11636	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	insulate	VB	11637	11645	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	the	DT	11646	11649	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	statistical	JJ	11650	11661	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	analysis	NN	11662	11670	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	from	IN	11671	11675	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	potentially	RB	11676	11687	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	false	JJ	11688	11693	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	assumptions	NNS	11694	11705	O	None	None	None
PMC7222517	PMC7222517_39	11551	11706	.	.	11705	11706	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	Canonical	JJ	11708	11717	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	differential	JJ	11718	11730	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	expression	NN	11731	11741	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	analysis	NN	11742	11750	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	Feature	NNP	11751	11758	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	counts	VBZ	11759	11765	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	for	IN	11766	11769	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	transcriptomes	NNS	11770	11784	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	of	IN	11785	11787	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	adult	NN	11788	11793	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	and	CC	11794	11797	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	pediatric	JJ	11798	11807	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	ACP	NNP	11808	11811	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	samples	NNS	11812	11819	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	were	VBD	11820	11824	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	analytically	RB	11825	11837	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	processed	VBN	11838	11847	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	using	VBG	11848	11853	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	a	DT	11854	11855	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	standard	JJ	11856	11864	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	DESeq2	NNP	11865	11871	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	protocol	NN	11872	11880	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	[	VBD	11881	11882	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	9	CD	11882	11883	O	None	None	None
PMC7222517	PMC7222517_40	11708	11885	].	NN	11883	11885	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	As	IN	11886	11888	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	the	DT	11889	11892	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	experiment	NN	11893	11903	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	intended	VBN	11904	11912	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	to	TO	11913	11915	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	rule	VB	11916	11920	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	out	RP	11921	11924	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	differences	NNS	11925	11936	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	in	IN	11937	11939	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	gene	NN	11940	11944	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	expression	NN	11945	11955	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	between	IN	11956	11963	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	the	DT	11964	11967	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	2	CD	11968	11969	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	age	NN	11970	11973	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	groups	NNS	11974	11980	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	,	,	11980	11981	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	an	DT	11982	11984	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	Independent	NNP	11985	11996	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	Hypothesis	NNP	11997	12007	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	Weighted	NNP	12008	12016	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	(	(	12017	12018	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	IHW	NNP	12018	12021	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	)	)	12021	12022	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	p	VBP	12023	12024	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	-	:	12024	12025	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	value	NN	12025	12030	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	threshold	NN	12031	12040	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	of	IN	12041	12043	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	0	CD	12044	12045	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	.	.	12045	12046	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	1	CD	12046	12047	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	was	VBD	12048	12051	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	utilized	VBN	12052	12060	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	to	TO	12061	12063	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	filter	VB	12064	12070	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	transcripts	NNS	12071	12082	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	identified	VBN	12083	12093	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	as	IN	12094	12096	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	differentially	RB	12097	12111	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	expressed	VBN	12112	12121	O	None	None	None
PMC7222517	PMC7222517_41	11886	12122	.	.	12121	12122	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	Results	NNS	12123	12130	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	were	VBD	12131	12135	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	visualized	VBN	12136	12146	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	using	VBG	12147	12152	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	a	DT	12153	12154	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	Mass	NNP	12155	12159	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	Action	NNP	12160	12166	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	(	(	12167	12168	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	MA	NNP	12168	12170	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	)	)	12170	12171	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	plot	NN	12172	12176	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	and	CC	12177	12180	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	a	DT	12181	12182	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	Euclidean	JJ	12183	12192	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	Distance	NNP	12193	12201	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	Matrix	NNP	12202	12208	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	was	VBD	12209	12212	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	employed	VBN	12213	12221	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	to	TO	12222	12224	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	serve	VB	12225	12230	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	as	IN	12231	12233	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	a	DT	12234	12235	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	qualitative	JJ	12236	12247	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	foundation	NN	12248	12258	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	from	IN	12259	12263	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	which	WDT	12264	12269	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	to	TO	12270	12272	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	make	VB	12273	12277	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	statistical	JJ	12278	12289	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	methodology	NN	12290	12301	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	arguments	NNS	12302	12311	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	downstream	NN	12312	12322	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	.	.	12322	12323	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	Divisive	NNP	12323	12331	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	,	,	12331	12332	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	agglomerative	JJ	12333	12346	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	,	,	12346	12347	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	and	CC	12348	12351	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	probabilistic	JJ	12352	12365	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	clustering	NN	12366	12376	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	was	VBD	12377	12380	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	performed	VBN	12381	12390	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	using	VBG	12391	12396	O	None	None	None
PMC7222517	PMC7222517_42	12123	12479	the	DT	12397	12400	O	None	None	None
